agonism_winner,agonism_loser,agonism_type,winner_sex,loser_sex,date,observer,data_source,focal_individual
9M5,6U0,noncontactagg,Male,Female,2021-03-01,DP,focalfollow,agonism.winner
9M5,3D9,avoid,Male,Female,2021-03-01,DP,focalfollow,agonism.winner
9M5,90T,feargrm,Male,Female,2021-03-01,DP,focalfollow,agonism.winner
9M5,90T,noncontactagg,Male,Female,2021-03-01,DP,focalfollow,agonism.winner
5U5,2G2,noncontactagg,Female,Female,2021-03-03,DP,focalfollow,agonism.winner
00V,5E8,feargrm,Female,Female,2021-03-04,DP,focalfollow,agonism.winner
5K8,3L1,feargrm,Male,Male,2021-03-04,DP,focalfollow,agonism.winner
0M1,9R8,feargrm,Male,Female,2021-03-04,DP,focalfollow,agonism.winner
5U1,9P3,feargrm,Male,Female,2021-03-05,DP,focalfollow,agonism.winner
5U1,3I9,feargrm,Male,Male,2021-03-05,DP,focalfollow,agonism.winner
5U1,3I9,submit,Male,Male,2021-03-05,DP,focalfollow,agonism.winner
5U1,3D9,feargrm,Male,Female,2021-03-05,DP,focalfollow,agonism.winner
5U1,3D9,avoid,Male,Female,2021-03-05,DP,focalfollow,agonism.winner
5B0,9C1,avoid,Male,Female,2021-03-05,DP,focalfollow,agonism.winner
12O,1K1,feargrm,Male,Female,2021-03-05,DP,focalfollow,agonism.winner
81O,0H8,avoid,Male,Male,2021-03-08,DP,focalfollow,agonism.winner
81O,0H8,avoid,Male,Male,2021-03-08,DP,focalfollow,agonism.winner
81O,33T,contactagg,Male,Male,2021-03-08,DP,focalfollow,agonism.winner
77I,9K9,contactagg,Male,Male,2021-03-08,DP,focalfollow,agonism.winner
1K1,1I5,noncontactagg,Female,Female,2021-03-08,DP,focalfollow,agonism.winner
9K9,9P3,feargrm,Male,Female,2021-03-09,DP,focalfollow,agonism.winner
9K9,6I9,submit,Male,Male,2021-03-09,DP,focalfollow,agonism.winner
5O0,0S1,avoid,Female,Female,2021-03-09,DP,focalfollow,agonism.winner
33T,7M8,contactagg,Male,Male,2021-03-10,DP,focalfollow,agonism.winner
33T,5K8,noncontactagg,Male,Male,2021-03-10,DP,focalfollow,agonism.winner
2D0,0P9,displace,Male,Male,2021-03-11,DP,focalfollow,agonism.winner
1K1,7C4,feargrm,Female,Female,2021-03-11,DP,focalfollow,agonism.winner
5K8,1B0,feargrm,Male,Female,2021-03-12,DP,focalfollow,agonism.winner
5P4,3D9,feargrm,Male,Female,2021-03-16,DP,focalfollow,agonism.winner
1I7,0S6,avoid,Female,Female,2021-03-16,DP,focalfollow,agonism.winner
6I9,1B0,displace,Male,Female,2021-03-16,DP,focalfollow,agonism.winner
7A2,30Z,feargrm,Male,Male,2021-03-30,DP,focalfollow,agonism.winner
5U1,7A2,feargrm,Male,Male,2021-03-31,DP,focalfollow,agonism.winner
2D0,45Z,feargrm,Male,Female,2021-04-01,DP,focalfollow,agonism.winner
12O,5K8,displace,Male,Male,2021-04-05,DP,focalfollow,agonism.winner
81O,6E6,feargrm,Male,Male,2021-04-05,DP,focalfollow,agonism.winner
81O,6E6,avoid,Male,Male,2021-04-05,DP,focalfollow,agonism.winner
9K9,3P6,avoid,Male,Male,2021-04-07,DP,focalfollow,agonism.winner
9K9,8M1,avoid,Male,Male,2021-04-07,DP,focalfollow,agonism.winner
6R3,8C3,noncontactagg,Male,Male,2021-04-09,DP,focalfollow,agonism.winner
1I7,7K8,contactagg,Female,Female,2021-04-14,DP,focalfollow,agonism.winner
1F2,9E3,feargrm,Male,Male,2021-04-14,DP,focalfollow,agonism.winner
5K8,0P9,noncontactagg,Male,Male,2021-04-16,DP,focalfollow,agonism.winner
0H8,9M8,feargrm,Male,Female,2021-04-16,DP,focalfollow,agonism.winner
1B1,6I9,threat,Male,Male,2021-04-20,DP,focalfollow,agonism.winner
5U1,6R3,avoid,Male,Male,2021-04-20,DP,focalfollow,agonism.winner
7K4,6E6,feargrm,Male,Male,2021-04-20,DP,focalfollow,agonism.winner
9K9,3B9,feargrm,Male,Male,2021-04-22,DP,focalfollow,agonism.winner
6K5,3P6,threat,Male,Male,2021-04-23,DP,focalfollow,agonism.winner
7M8,5L4,feargrm,Male,Male,2021-04-27,DP,focalfollow,agonism.winner
81O,33T,feargrm,Male,Male,2021-04-28,DP,focalfollow,agonism.winner
9P3,2G3,contactagg,Female,Female,2021-05-06,DP,focalfollow,agonism.winner
0M1,5L4,feargrm,Male,Male,2021-05-12,DP,focalfollow,agonism.winner
0M1,9K9,feargrm,Male,Male,2021-05-12,DP,focalfollow,agonism.winner
7D2,3B9,feargrm,Male,Male,2021-05-12,DP,focalfollow,agonism.winner
1F2,1Q7,contactagg,Male,Female,2021-05-13,DP,focalfollow,agonism.winner
1I7,1G4,noncontactagg,Female,Female,2021-05-13,DP,focalfollow,agonism.winner
1I7,9M8,avoid,Female,Female,2021-05-13,DP,focalfollow,agonism.winner
04T,6R3,noncontactagg,Male,Male,2021-05-13,DP,focalfollow,agonism.winner
2N0,4U0,feargrm,Male,Male,2021-05-17,DP,focalfollow,agonism.winner
5K8,9K9,feargrm,Male,Male,2021-05-17,DP,focalfollow,agonism.winner
30Z,6T0,noncontactagg,Male,Male,2021-05-19,DP,focalfollow,agonism.winner
0M1,0S5,submit,Male,Female,2021-05-19,DP,focalfollow,agonism.winner
8C3,0P9,avoid,Male,Male,2021-05-19,DP,focalfollow,agonism.winner
2D0,9E3,avoid,Male,Male,2021-05-20,DP,focalfollow,agonism.winner
2N8,6P9,noncontactagg,Male,Male,2021-05-21,DP,focalfollow,agonism.winner
9M5,3M8,displace,Male,Male,2021-05-24,DP,focalfollow,agonism.winner
3M2,1G0,avoid,Male,Female,2021-05-24,DP,focalfollow,agonism.winner
7K4,1G0,feargrm,Male,Female,2021-05-25,DP,focalfollow,agonism.winner
7K4,9K9,avoid,Male,Male,2021-05-25,DP,focalfollow,agonism.winner
5U1,6R3,noncontactagg,Male,Male,2021-05-26,DP,focalfollow,agonism.winner
4U0,1R8,noncontactagg,Male,Male,2021-05-26,DP,focalfollow,agonism.winner
8S4,8R5,noncontactagg,Male,Female,2021-05-26,DP,focalfollow,agonism.winner
5K8,9E3,noncontactagg,Male,Male,2021-06-01,DP,focalfollow,agonism.winner
5K8,9E3,feargrm,Male,Male,2021-06-01,DP,focalfollow,agonism.winner
6B8,3P6,threat,Male,Male,2021-06-02,DP,focalfollow,agonism.winner
2N8,3I9,avoid,Male,Male,2021-06-08,DP,focalfollow,agonism.winner
2N8,3I9,avoid,Male,Male,2021-06-08,DP,focalfollow,agonism.winner
4O4,6U0,displace,Female,Female,2021-06-09,DP,focalfollow,agonism.winner
1F2,8R5,displace,Male,Female,2021-06-09,DP,focalfollow,agonism.winner
0M1,4U0,avoid,Male,Male,2021-06-09,DP,focalfollow,agonism.winner
5B0,1G0,feargrm,Male,Female,2021-06-09,DP,focalfollow,agonism.winner
3H0,0S1,noncontactagg,Female,Female,2021-06-10,DP,focalfollow,agonism.winner
2N8,8S4,feargrm,Male,Male,2021-06-15,DP,focalfollow,agonism.winner
6K5,5O0,avoid,Male,Female,2021-06-16,DP,focalfollow,agonism.winner
33T,3H0,threat,Male,Female,2021-06-16,DP,focalfollow,agonism.winner
61R,1G4,submit,Male,Female,2021-06-16,DP,focalfollow,agonism.winner
0H8,2G2,feargrm,Male,Female,2021-06-16,DP,focalfollow,agonism.winner
7C4,5L7,avoid,Female,Female,2021-06-23,DP,focalfollow,agonism.winner
3M8,7A2,noncontactagg,Male,Male,2021-06-24,DP,focalfollow,agonism.winner
