agonism_winner,agonism_loser,agonism_type,winner_sex,loser_sex,date,observer,data_source,focal_individual
3X8,0S1,displace,Female,Female,2022-02-21,DP,focalfollow,agonism.winner
0M1,5B0,feargrm,Male,Male,2022-02-21,DP,focalfollow,agonism.winner
0M1,4C5,feargrm,Male,Female,2022-02-21,DP,focalfollow,agonism.winner
3X9,0X1,noncontactagg,Female,Female,2022-02-21,DP,focalfollow,agonism.winner
8C3,4J4,noncontactagg,Male,Female,2022-02-22,DP,focalfollow,agonism.winner
4O4,6U3,avoid,Female,Female,2022-02-22,DP,focalfollow,agonism.winner
3S7,1G4,noncontactagg,Male,Female,2022-02-22,DP,focalfollow,agonism.winner
5B0,6P9,feargrm,Male,Male,2022-02-22,DP,focalfollow,agonism.winner
1B1,8R7,feargrm,Male,Female,2022-02-23,DP,focalfollow,agonism.winner
1B1,1G1,feargrm,Male,Female,2022-02-23,DP,focalfollow,agonism.winner
1B1,6K5,avoid,Male,Male,2022-02-23,DP,focalfollow,agonism.winner
1B1,0S6,feargrm,Male,Female,2022-02-23,DP,focalfollow,agonism.winner
6R3,3L1,avoid,Male,Male,2022-02-23,DP,focalfollow,agonism.winner
6R3,4S7,avoid,Male,Female,2022-02-23,DP,focalfollow,agonism.winner
3P6,9E3,avoid,Male,Male,2022-02-23,DP,focalfollow,agonism.winner
81O,3I9,feargrm,Male,Male,2022-02-23,DP,focalfollow,agonism.winner
81O,3I9,displace,Male,Male,2022-02-23,DP,focalfollow,agonism.winner
4J4,0X1,noncontactagg,Female,Female,2022-02-24,DP,focalfollow,agonism.winner
4J4,5U4,threat,Female,Female,2022-02-24,DP,focalfollow,agonism.winner
8J3,5L7,feargrm,Male,Female,2022-02-24,DP,focalfollow,agonism.winner
1F2,9K9,feargrm,Male,Male,2022-02-24,DP,focalfollow,agonism.winner
1K1,9P3,contactagg,Female,Female,2022-02-25,DP,focalfollow,agonism.winner
6K5,7K4,feargrm,Male,Male,2022-02-28,DP,focalfollow,agonism.winner
5U1,3I9,avoid,Male,Male,2022-02-28,DP,focalfollow,agonism.winner
9E3,8O5,feargrm,Male,Male,2022-02-28,DP,focalfollow,agonism.winner
3L1,7D2,feargrm,Male,Male,2022-03-01,DP,focalfollow,agonism.winner
6W1,8R5,noncontactagg,Female,Female,2022-03-02,DP,focalfollow,agonism.winner
6W1,0X1,avoid,Female,Female,2022-03-02,DP,focalfollow,agonism.winner
8V1,3U4,avoid,Female,Female,2022-03-02,DP,focalfollow,agonism.winner
1B1,8J3,avoid,Male,Male,2022-03-02,DP,focalfollow,agonism.winner
5B0,7M8,feargrm,Male,Male,2022-03-04,DP,focalfollow,agonism.winner
2N0,0J4,avoid,Male,Male,2022-03-08,DP,focalfollow,agonism.winner
6K5,8M1,feargrm,Male,Male,2022-03-14,DP,focalfollow,agonism.winner
6U3,1G0,displace,Female,Female,2022-03-14,DP,focalfollow,agonism.winner
6W0,30Z,avoid,Male,Male,2022-03-15,DP,focalfollow,agonism.winner
1I5,3D9,displace,Female,Female,2022-03-16,DP,focalfollow,agonism.winner
6W2,4S7,noncontactagg,Female,Female,2022-03-16,DP,focalfollow,agonism.winner
8V1,1Q7,threat,Female,Female,2022-03-16,DP,focalfollow,agonism.winner
0H8,6R3,feargrm,Male,Male,2022-03-17,DP,focalfollow,agonism.winner
1F2,8J3,displace,Male,Male,2022-03-21,DP,focalfollow,agonism.winner
00V,8V1,avoid,Female,Female,2022-03-21,DP,focalfollow,agonism.winner
2G2,90T,threat,Female,Female,2022-03-23,DP,focalfollow,agonism.winner
7D2,8O5,feargrm,Male,Male,2022-03-25,DP,focalfollow,agonism.winner
0M1,6P9,avoid,Male,Male,2022-03-28,DP,focalfollow,agonism.winner
2I3,90T,contactagg,Female,Female,2022-03-28,DP,focalfollow,agonism.winner
3L1,4U0,feargrm,Male,Male,2022-03-28,DP,focalfollow,agonism.winner
0M4,0S5,avoid,Female,Female,2022-03-30,DP,focalfollow,agonism.winner
0R1,8T6,threat,Male,Male,2022-03-31,DP,focalfollow,agonism.winner
8T6,1X0,noncontactagg,Male,Male,2022-03-31,DP,focalfollow,agonism.winner
0M1,1K1,feargrm,Male,Female,2022-03-31,DP,focalfollow,agonism.winner
6K5,90T,feargrm,Male,Female,2022-04-04,DP,focalfollow,agonism.winner
6K5,90T,displace,Male,Female,2022-04-04,DP,focalfollow,agonism.winner
7C4,1G0,avoid,Female,Female,2022-04-04,DP,focalfollow,agonism.winner
1F2,7K4,submit,Male,Male,2022-04-04,DP,focalfollow,agonism.winner
2N8,3P6,feargrm,Male,Male,2022-04-05,DP,focalfollow,agonism.winner
2N8,3P6,avoid,Male,Male,2022-04-05,DP,focalfollow,agonism.winner
5U5,0S1,avoid,Female,Female,2022-04-05,DP,focalfollow,agonism.winner
8N3,2G2,avoid,Female,Female,2022-04-05,DP,focalfollow,agonism.winner
3I9,00V,feargrm,Male,Female,2022-04-05,DP,focalfollow,agonism.winner
6R3,2N2,noncontactagg,Male,Male,2022-04-06,DP,focalfollow,agonism.winner
2G2,9M8,threat,Female,Female,2022-04-08,DP,focalfollow,agonism.winner
2G2,9M8,threat,Female,Female,2022-04-08,DP,focalfollow,agonism.winner
5B0,2N8,noncontactagg,Male,Male,2022-04-08,DP,focalfollow,agonism.winner
81O,6P9,threat,Male,Male,2022-04-08,DP,focalfollow,agonism.winner
5U1,51Z,threat,Male,Female,2022-04-12,DP,focalfollow,agonism.winner
5U1,51Z,feargrm,Male,Female,2022-04-12,DP,focalfollow,agonism.winner
1B1,0S5,threat,Male,Female,2022-04-12,DP,focalfollow,agonism.winner
1B1,8V1,feargrm,Male,Female,2022-04-12,DP,focalfollow,agonism.winner
0H8,5E8,noncontactagg,Male,Female,2022-04-12,DP,focalfollow,agonism.winner
0H8,1G0,feargrm,Male,Female,2022-04-12,DP,focalfollow,agonism.winner
2I3,04T,threat,Female,Male,2022-04-12,DP,focalfollow,agonism.winner
6T7,0R1,threat,Male,Male,2022-04-13,DP,focalfollow,agonism.winner
5B0,5K8,avoid,Male,Male,2022-04-20,DP,focalfollow,agonism.winner
5B0,1R8,avoid,Male,Male,2022-04-20,DP,focalfollow,agonism.winner
0S5,4U8,displace,Female,Female,2022-04-21,DP,focalfollow,agonism.winner
3M8,6T7,displace,Male,Male,2022-04-21,DP,focalfollow,agonism.winner
4U0,6V5,displace,Male,Male,2022-04-22,DP,focalfollow,agonism.winner
1G0,4U1,contactagg,Female,Female,2022-04-22,DP,focalfollow,agonism.winner
1F2,5B0,feargrm,Male,Male,2022-04-22,DP,focalfollow,agonism.winner
81O,3H0,threat,Male,Female,2022-05-10,DP,focalfollow,agonism.winner
1X0,8T6,noncontactagg,Male,Male,2022-05-10,DP,focalfollow,agonism.winner
8N3,3U4,displace,Female,Female,2022-05-17,DP,focalfollow,agonism.winner
2K1,1Q7,feargrm,Female,Female,2022-05-19,DP,focalfollow,agonism.winner
1B1,2N0,avoid,Male,Male,2022-05-19,DP,focalfollow,agonism.winner
0M4,3U4,threat,Female,Female,2022-05-19,DP,focalfollow,agonism.winner
2E4,90T,contactagg,Female,Female,2022-05-20,DP,focalfollow,agonism.winner
2E4,6U1,avoid,Female,Female,2022-05-20,DP,focalfollow,agonism.winner
4J4,1B0,avoid,Female,Female,2022-05-25,DP,focalfollow,agonism.winner
1B1,1K1,avoid,Male,Female,2022-05-25,DP,focalfollow,agonism.winner
0R1,3S7,feargrm,Male,Male,2022-05-26,DP,focalfollow,agonism.winner
0R1,3S7,feargrm,Male,Male,2022-05-26,DP,focalfollow,agonism.winner
3M2,3P6,feargrm,Male,Male,2022-05-31,DP,focalfollow,agonism.winner
3M2,3P6,avoid,Male,Male,2022-05-31,DP,focalfollow,agonism.winner
3P6,6T7,avoid,Male,Male,2022-05-31,DP,focalfollow,agonism.winner
1G4,1I6,avoid,Female,Female,2022-06-01,DP,focalfollow,agonism.winner
7M8,6I9,avoid,Male,Male,2022-06-01,DP,focalfollow,agonism.winner
7V4,3K4,avoid,Male,Male,2022-06-01,DP,focalfollow,agonism.winner
81O,0S6,feargrm,Male,Female,2022-06-03,DP,focalfollow,agonism.winner
81O,2E4,feargrm,Male,Female,2022-06-03,DP,focalfollow,agonism.winner
0M4,8R7,feargrm,Female,Female,2022-06-03,DP,focalfollow,agonism.winner
1X0,6T0,avoid,Male,Male,2022-06-06,DP,focalfollow,agonism.winner
9K9,3P6,noncontactagg,Male,Male,2022-06-07,DP,focalfollow,agonism.winner
7D2,8R7,feargrm,Male,Female,2022-06-07,DP,focalfollow,agonism.winner
8O5,6V5,avoid,Male,Male,2022-06-07,DP,focalfollow,agonism.winner
1K1,1G1,threat,Female,Female,2022-06-07,DP,focalfollow,agonism.winner
0M1,5U1,avoid,Male,Male,2022-06-07,DP,focalfollow,agonism.winner
7K4,9M8,noncontactagg,Male,Female,2022-06-08,DP,focalfollow,agonism.winner
5U1,6P9,avoid,Male,Male,2022-06-13,DP,focalfollow,agonism.winner
5U1,52Z,noncontactagg,Male,Female,2022-06-13,DP,focalfollow,agonism.winner
6V5,3S7,displace,Male,Male,2022-06-13,DP,focalfollow,agonism.winner
3L1,2N2,avoid,Male,Male,2022-06-13,DP,focalfollow,agonism.winner
04T,2G2,avoid,Male,Female,2022-06-14,DP,focalfollow,agonism.winner
3X8,2E4,submit,Female,Female,2022-06-14,DP,focalfollow,agonism.winner
8R7,0S1,threat,Female,Female,2022-06-15,DP,focalfollow,agonism.winner
2N8,6W0,displace,Male,Male,2022-06-15,DP,focalfollow,agonism.winner
1I7,9R8,avoid,Female,Female,2022-06-15,DP,focalfollow,agonism.winner
6T0,8O5,noncontactagg,Male,Male,2022-06-15,DP,focalfollow,agonism.winner
7M8,6T0,avoid,Male,Male,2022-06-15,DP,focalfollow,agonism.winner
7M8,3K4,contactagg,Male,Male,2022-06-15,DP,focalfollow,agonism.winner
5B0,6W0,avoid,Male,Male,2022-06-22,DP,focalfollow,agonism.winner
