id,sex,year.of.birth,age,mother,father,behavioral.mother,group.at.birth,rank,ordinal.rank,percofsex.dominanted,idcode,hrs.focalfollowed,focalcutoff_met
9D1,M,2006,15,82L,08N,82L,F,2,H,98.18181818,9042,3.5,Y
8C0,M,2006,15,93O,94H,37D,KK,3,H,97.27272727,8030,3.5,Y
9E5,M,2007,14,16S,02R,16S,HH,4,H,96.36363636,9055,3.6666666666666665,Y
8A9,M,2004,17,13A,96B,13A,HH,5,H,95.45454545,8019,3.5,Y
1J0,M,2009,12,7A6,11Z,7A6,R,6,H,94.54545455,1230**,3.5,Y
8H0,M,2008,13,21C,43H,21C,HH,7,H,93.63636364,8080,3.5,Y
3L2,M,2010,11,21H,27N,21H,KK,8,H,92.72727273,NA,3.6666666666666665,Y
8D8,M,2006,15,60R,20J,60R,KK,9,H,91.81818182,8048,3.6666666666666665,Y
2H6,M,2008,13,68C,43R,68C,R,10,H,90.90909091,2086,3.5,Y
0L1,M,2010,11,89K,17K,89K,R,11,H,90,121,3.8333333333333335,Y
7E1,M,2007,14,12T,68N,12T,HH,13,H,88.18181818,7051,3.5,Y
5G3,M,2008,13,34Z,93R,34Z,HH,14,H,87.27272727,5073,3.3333333333333335,Y
5E1,M,2007,14,90D,36S,90D,F,16,H,85.45454545,5051,3.5,Y
7D7,M,2006,15,78T,02F,78T,F,17,H,84.54545455,7047,3.5,Y
18Z,M,2004,17,NA,51A,T98,V,18,H,83.63636364,1826,3.3333333333333335,Y
4M1,M,2011,10,91A,10R,91A,R,20,H,81.81818182,NA,3.5,Y
5R6,M,2013,8,78T,6A9,78T,MM,22,H,80,NA,3.5,Y
6C9,M,2006,15,Z08,65F,Z08,F,24,M,78.18181818,6039,1,N
2I0,M,2009,12,30J,98K,30J,V,25,M,77.27272727,2100,3.6666666666666665,Y
4E2,M,2007,14,67G,17L,67G,F,26,M,76.36363636,4052,3.5,Y
17L,M,1999,22,B10,X58,B10,BB,27,M,75.45454545,1712,3.5,Y
0S4,M,2013,8,1I5,5E6,1I5,V,28,M,74.54545455,NA,3.5,Y
0P8,M,2012,9,4F5,02R,4F5,R,30,M,72.72727273,NA,3.6666666666666665,Y
6F0,M,2007,14,74K,S81,74K,S,32,M,70.90909091,NA,3.1666666666666665,Y
2K4,M,2010,11,2E4,12O,2E4,V,33,M,70,2114,3.6666666666666665,Y
04Z,M,2004,17,O35,50B,O35,S,34,M,69.09090909,426,3.5,Y
37N,M,2000,21,24B,F46,24B,F,35,M,68.18181818,3714,2.6666666666666665,Y
1J3,M,2009,12,99N,94O,99N,KK,36,M,67.27272727,NA,3.5,Y
17K,M,1998,23,Z15,T16,Z15,F,37,M,66.36363636,1711,3.5,Y
73V,M,2003,18,T83,Z46,T83,S,38,M,65.45454545,7322,3.5,Y
8A7,M,2004,17,46K,31I,46K,R,40,M,63.63636364,8017,3.5,Y
5J7,M,2009,12,64D,31I,64D,F,41,M,62.72727273,NA,3.5,Y
4M3,M,2011,10,4E0,84E,4E0,R,42,M,61.81818182,NA,3.5,Y
6K2,M,2010,11,34Z,91O,34Z,HH,43,M,60.90909091,NA,3.5,Y
12Z,M,2003,18,G43,40C,G43,HH,46,M,58.18181818,1226,3.5,Y
4S5,M,2013,8,7C4,61R,7C4,V,50,M,54.54545455,NA,3.5,Y
0R8,M,2013,8,5G9,9D1,5G9,MM,51,M,53.63636364,NA,3.6666666666666665,Y
2I2,M,2009,12,T03,51A,T03,V,53,M,51.81818182,2092,3.6666666666666665,Y
2J9,M,2009,12,87F,44T,87F,R,54,M,50.90909091,2109,3.5,Y
8K1,M,2010,11,6C2,13I,6C2,KK,55,M,50,8111,3.5,Y
5N5,M,2011,10,5E8,70C,5E8,V,59,L,46.36363636,NA,3.5,Y
4K7,M,2010,11,3E7,8B3,3E7,F,60,L,45.45454545,4117,3.6666666666666665,Y
5Q0,M,2013,8,4F8,8D8,4F8,R,65,L,40.90909091,NA,3.5,Y
3J8,M,2009,12,X60,19T,X60,S,68,L,38.18181818,NA,3.3333333333333335,Y
9K2,M,2010,11,99Z,44T,99Z,R,70,L,36.36363636,NA,3.5,Y
6P5,M,2012,9,35N,41N,35N,OO,71,L,35.45454545,NA,3.6666666666666665,Y
2N9,M,2011,10,98V,36V,98V,S,76,L,30.90909091,NA,3.6666666666666665,Y
7M3,M,2011,10,7A9,10R,7A9,S,77,L,30,NA,3.5,Y
6Q5,M,2013,8,29Z,8A7,29Z,MM,80,L,27.27272727,NA,3.5,Y
0P0,M,2012,9,6A4,3A6,6A4,R,82,L,25.45454545,NA,3.5,Y
8Q4,M,2013,8,4A9,8C3,4A9,S,85,L,22.72727273,NA,3.5,Y
5L4,M,2010,11,3D1,X80,3D1,S,NA,NA,NA,5124,0.16666666666666666,N
6N0,M,2011,10,7F9,3A6,7F9,R,NA,NA,NA,NA,0.16666666666666666,N
93R,M,2001,20,Z82,17A,Z82,S,NA,NA,NA,9318,0.16666666666666666,N
