id,sex,year.of.birth,age,mother,father,behavioral.mother,group.at.birth,rank,ordinal.rank,percofsex.dominanted,idcode,hrs.focalfollowed,focalcutoff_met
0T5,F,2014,7,43F,07D,43F,F,1,H,100,NA,3.6666666666666665,Y
0G5,F,2007,14,43F,75H,43F,F,2,H,98.05825243,75,3.5,Y
5C0,F,2005,16,43F,08N,43F,F,3,H,97.08737864,5030,3.5,Y
8P8,F,2012,9,5C0,6A8,5C0,F,4,H,96.11650485,NA,3.5,Y
43J,F,1998,23,H74,O23,H74,F,6,H,94.17475728,4310,3.6666666666666665,Y
6Q2,F,2013,8,43J,7B2,43J,F,7,H,93.2038835,NA,3.5,Y
9D8,F,2006,15,85S,84E,85S,F,8,H,92.23300971,9048,3.5,Y
6C0,F,2006,15,82A,08N,82A,F,9,H,91.26213592,6030,3.8333333333333335,Y
8P3,F,2012,9,6C0,0B8,6C0,F,10,H,90.29126214,NA,3.5,Y
98T,F,2004,17,R65,30C,R65,F,12,H,88.34951456,9820,3.5,Y
2L8,F,2010,11,17C,07D,17C,F,13,H,87.37864078,2128,3.6666666666666665,Y
04N,F,2000,21,17C,Z06,17C,F,14,H,86.40776699,414,3.5,Y
3E2,F,2006,15,04N,48L,04N,F,16,H,84.46601942,3052,3.6666666666666665,Y
8J6,F,2009,12,60P,91O,60P,F,17,H,83.49514563,8106,3.5,Y
0I6,F,2009,12,92D,36S,92D,F,18,H,82.52427184,96,3.5,Y
64P,F,2000,21,39B,85B,39B,F,19,H,81.55339806,6416,3.5,Y
5K3,F,2010,11,0A4,56K,0A4,F,22,M,78.6407767,5113,3.3333333333333335,Y
9M4,F,2011,10,88I,25L,88I,F,23,M,77.66990291,NA,3.5,Y
59A,F,1992,29,NA,658,J97,F,24,M,76.69902913,5901,3.5,Y
8P9,F,2012,9,59A,96B,59A,F,25,M,75.72815534,NA,3.5,Y
5Q8,F,2013,8,6F2,56K,6F2,F,29,M,71.84466019,NA,3.8333333333333335,Y
3S3,F,2013,8,68V,6B2,68V,MM,32,M,68.93203883,NA,3.6666666666666665,Y
9A4,F,2004,17,35N,85B,35N,F,33,M,67.96116505,9014,3.5,Y
1H6,F,2008,13,67G,27J,67G,F,38,M,63.10679612,1086,3.5,Y
2A7,F,2004,17,40L,79H,40L,F,41,M,60.19417476,2017,3.5,Y
79Z,F,2004,17,64A,79H,64A,F,42,M,59.22330097,7926,3.5,Y
50I,F,1997,24,64A,S56,64A,F,46,M,55.33980583,5009,3.5,Y
1S9,F,2013,8,50I,0B8,50I,F,47,M,54.36893204,NA,3.5,Y
9H7,F,2008,13,50I,43P,50I,F,48,M,53.39805825,9087,3.6666666666666665,Y
6O1,F,2012,9,50S,49Z,50S,F,50,M,51.45631068,NA,3.5,Y
7D8,F,2006,15,47L,09K,47L,F,55,L,46.60194175,7048,3.5,Y
82L,F,2000,21,NA,56C,27C,F,57,L,44.66019417,8212,3.6666666666666665,Y
0I5,F,2008,13,90D,36S,90D,F,59,L,42.7184466,95,3.5,Y
55V,F,2003,18,J92,90B,J92,F,62,L,39.80582524,5522,3.5,Y
1A3,F,2004,17,34N,86D,34N,F,64,L,37.86407767,1013,3.5,Y
8E8,F,2007,14,43I,25L,43I,F,71,L,31.06796117,8058,3.6666666666666665,Y
6C5,F,2005,16,90P,T53,90P,F,77,L,25.24271845,NA,3.3333333333333335,Y
4S1,F,2013,8,20F,43P,20F,F,78,L,24.27184466,NA,3.5,Y
1L5,F,2010,11,62V,8A7,62V,F,79,L,23.30097087,1125,3.5,Y
63V,F,2003,18,89C,60E,89C,F,81,L,21.3592233,6322,3.5,Y
7B7,F,2005,16,89C,65F,89C,F,82,L,20.38834951,7027,3.5,Y
4C2,F,2005,16,00J,15N,00J,F,83,L,19.41747573,4032,3.8333333333333335,Y
36Z,F,2004,17,00J,79H,00J,F,84,L,18.44660194,3626,3.6666666666666665,Y
0A9,F,2004,17,29B,08N,29B,F,86,L,16.50485437,19,3.3333333333333335,Y
7J8,F,2009,12,0A9,25L,0A9,F,87,L,15.53398058,7108,3.5,Y
9I6,F,2009,12,7B5,07T,7B5,F,88,L,14.5631068,9096,3.5,Y
2J2,F,2009,12,29B,49L,29B,F,90,L,12.62135922,2102,3.6666666666666665,Y
2J8,F,2009,12,79C,25L,79C,F,91,L,11.65048544,2108,3.6666666666666665,Y
78T,F,2002,19,14I,66F,14I,F,92,L,10.67961165,7820,3.3333333333333335,Y
29Z,F,2003,18,99I,86F,99I,F,94,L,8.73786408,2926,3.6666666666666665,Y
2L5,F,2010,11,29Z,25R,29Z,F,96,L,6.7961165,2125,3.3333333333333335,Y
5G9,F,2008,13,99I,25R,99I,F,97,L,5.82524272,5079,3.5,Y
43P,M,2001,20,H74,K32,H74,F,1,H,100,4316,3.5,Y
