date,observation.name,scan.number,focal.monkey,in.proximity,focal.activity,partners.activity (sequential),time
2022-02-22,04N 2022-02-22 08:55:48 Josue Negron,1,04N,"04N, 9E5",Feed,Feed,2022-02-22T08:55:48Z
2022-02-22,04N 2022-02-22 08:55:48 Josue Negron,2,04N,"04N, 98T, 9E5",Feed,"Feed, Feed",2022-02-22T09:00:48Z
2022-02-22,04N 2022-02-22 08:55:48 Josue Negron,3,04N,"04N, 9E5",Feed,Rest,2022-02-22T09:05:48Z
2022-02-28,04N 2022-02-28 11:41:30 Josue Negron,1,04N,04N,Rest,NA,2022-02-28T11:41:30Z
2022-02-28,04N 2022-02-28 11:41:30 Josue Negron,2,04N,04N,Feed,NA,2022-02-28T11:46:30Z
2022-02-28,04N 2022-02-28 11:41:30 Josue Negron,3,04N,04N,Feed,NA,2022-02-28T11:51:30Z
2022-03-08,04N 2022-03-08 09:40:44 Josue Negron,1,04N,04N,Feed,NA,2022-03-08T09:40:44Z
2022-03-08,04N 2022-03-08 09:40:44 Josue Negron,2,04N,04N,Feed,NA,2022-03-08T09:45:44Z
2022-03-08,04N 2022-03-08 09:40:44 Josue Negron,3,04N,"04N, 0S8",Feed,Rest,2022-03-08T09:50:44Z
2022-03-21,04N 2022-03-21 13:47:36 Josue Negron,1,04N,"04N, 3E2",Rest,Rest,2022-03-21T13:47:36Z
2022-03-21,04N 2022-03-21 13:47:36 Josue Negron,2,04N,"04N, 3E2",Rest,Rest,2022-03-21T13:52:36Z
2022-03-21,04N 2022-03-21 13:47:36 Josue Negron,3,04N,04N,Rest,NA,2022-03-21T13:57:36Z
2022-03-30,04N 2022-03-30 08:45:15 Josue Negron,1,04N,04N,Feed,NA,2022-03-30T08:45:15Z
2022-03-30,04N 2022-03-30 08:45:15 Josue Negron,2,04N,04N,Travel,NA,2022-03-30T08:50:15Z
2022-03-30,04N 2022-03-30 08:45:15 Josue Negron,3,04N,04N,Feed,NA,2022-03-30T08:55:15Z
2022-04-13,04N 2022-04-13 12:15:05 Josue Negron,1,04N,"04N, 9E5",Rest,Rest,2022-04-13T12:15:05Z
2022-04-13,04N 2022-04-13 12:15:05 Josue Negron,2,04N,"04N, 9E5",Rest,Rest,2022-04-13T12:20:06Z
2022-04-13,04N 2022-04-13 12:15:05 Josue Negron,3,04N,"04N, 9E5",Rest,Rest,2022-04-13T12:25:06Z
2022-04-25,04N 2022-04-25 07:58:13 Josue Negron,1,04N,"04N, 9E5",Feed,Feed,2022-04-25T07:58:13Z
2022-04-25,04N 2022-04-25 07:58:13 Josue Negron,2,04N,"04N, 1X4",Feed,Feed,2022-04-25T08:03:13Z
2022-04-25,04N 2022-04-25 07:58:13 Josue Negron,3,04N,04N,Feed,NA,2022-04-25T08:08:13Z
2022-05-25,04N 2022-05-25 12:48:30 Josue Negron,1,04N,04N,Feed,NA,2022-05-25T12:48:30Z
2022-05-25,04N 2022-05-25 12:48:30 Josue Negron,2,04N,04N,Feed,NA,2022-05-25T12:53:30Z
2022-05-25,04N 2022-05-25 12:48:30 Josue Negron,3,04N,04N,Feed,NA,2022-05-25T12:58:30Z
2022-06-01,04N 2022-06-01 13:43:28 Josue Negron,1,04N,04N,Rest,NA,2022-06-01T13:43:28Z
2022-06-01,04N 2022-06-01 13:43:28 Josue Negron,2,04N,04N,Groom Give,NA,2022-06-01T13:48:28Z
2022-06-01,04N 2022-06-01 13:43:28 Josue Negron,3,04N,04N,Groom Give,NA,2022-06-01T13:53:28Z
2022-06-09,04N 2022-06-09 07:57:28 Josue Negron,1,04N,04N,Rest,NA,2022-06-09T07:57:28Z
2022-06-09,04N 2022-06-09 07:57:28 Josue Negron,2,04N,04N,Travel,NA,2022-06-09T08:02:28Z
2022-06-09,04N 2022-06-09 07:57:28 Josue Negron,3,04N,04N,Feed,NA,2022-06-09T08:07:28Z
2022-06-14,04N 2022-06-14 13:28:25 Josue Negron,1,04N,"04N, 1L4",Rest,Rest,2022-06-14T13:28:25Z
2022-06-14,04N 2022-06-14 13:28:25 Josue Negron,2,04N,04N,Rest,NA,2022-06-14T13:33:25Z
2022-06-14,04N 2022-06-14 13:28:25 Josue Negron,3,04N,04N,Rest,NA,2022-06-14T13:38:25Z
2022-06-23,04N 2022-06-23 09:55:34 Josue Negron,1,04N,04N,Feed,NA,2022-06-23T09:55:34Z
2022-06-23,04N 2022-06-23 09:55:34 Josue Negron,2,04N,04N,Feed,NA,2022-06-23T10:00:34Z
2022-06-23,04N 2022-06-23 09:55:34 Josue Negron,3,04N,04N,Feed,NA,2022-06-23T10:05:34Z
2022-07-11,04N 2022-07-11 08:27:38 Josue Negron,1,04N,04N,Travel,NA,2022-07-11T08:27:38Z
2022-07-11,04N 2022-07-11 08:27:38 Josue Negron,2,04N,04N,Travel,NA,2022-07-11T08:32:38Z
2022-07-11,04N 2022-07-11 08:27:38 Josue Negron,3,04N,04N,Feed,NA,2022-07-11T08:37:38Z
