agonism_winner,agonism_loser,agonism_type,winner_sex,loser_sex,date,observer,data_source,focal_individual
0P8,1J7,avoid,Male,Female,2022-02-21,JN,focalfollow,agonism.winner
0P8,4S1,submit,Male,Female,2022-02-21,JN,focalfollow,agonism.winner
0P8,82L,avoid,Male,Female,2022-02-21,JN,focalfollow,agonism.winner
7D7,5M0,threat,Male,Male,2022-02-21,JN,focalfollow,agonism.winner
0L1,0V7,avoid,Male,Male,2022-02-21,JN,focalfollow,agonism.winner
7D8,UNK_1,threat,Female,NA,2022-02-21,JN,focalfollow,agonism.winner
4M3,0S8,noncontactagg,Male,Female,2022-02-21,JN,focalfollow,agonism.winner
43P,0T5,contactagg,Male,Female,2022-02-22,JN,focalfollow,agonism.winner
4M1,8S8,avoid,Male,Male,2022-02-23,JN,focalfollow,agonism.winner
4M1,1S9,displace,Male,Female,2022-02-23,JN,focalfollow,agonism.winner
4M1,6T9,avoid,Male,Female,2022-02-23,JN,focalfollow,agonism.winner
4M1,82L,avoid,Male,Female,2022-02-23,JN,focalfollow,agonism.winner
5G3,9M4,displace,Male,Female,2022-02-23,JN,focalfollow,agonism.winner
2H6,00EXG,avoid,Male,NA,2022-02-23,JN,focalfollow,agonism.winner
2H6,9N1,avoid,Male,Female,2022-02-23,JN,focalfollow,agonism.winner
8D8,2L8,feargrm,Male,Female,2022-02-23,JN,focalfollow,agonism.winner
8D8,1L4,avoid,Male,Female,2022-02-23,JN,focalfollow,agonism.winner
8D8,2H6,avoid,Male,Male,2022-02-23,JN,focalfollow,agonism.winner
7M3,1A3,avoid,Male,Female,2022-02-23,JN,focalfollow,agonism.winner
1J0,7T7,avoid,Male,Male,2022-02-24,JN,focalfollow,agonism.winner
5C0,6T9,avoid,Female,Female,2022-02-24,JN,focalfollow,agonism.winner
0T5,3E2,feargrm,Female,Female,2022-02-24,JN,focalfollow,agonism.winner
4E2,7T7,avoid,Male,Male,2022-02-25,JN,focalfollow,agonism.winner
4E2,4S5,avoid,Male,Male,2022-02-25,JN,focalfollow,agonism.winner
8P9,0T0,threat,Female,Female,2022-02-25,JN,focalfollow,agonism.winner
5R6,9T1,submit,Male,Female,2022-02-28,JN,focalfollow,agonism.winner
5R6,9T1,displace,Male,Female,2022-02-28,JN,focalfollow,agonism.winner
5R6,7T7,avoid,Male,Male,2022-02-28,JN,focalfollow,agonism.winner
2H6,8P8,threat,Male,Female,2022-02-28,JN,focalfollow,agonism.winner
2H6,5C0,feargrm,Male,Female,2022-02-28,JN,focalfollow,agonism.winner
2H6,8N7,feargrm,Male,Female,2022-02-28,JN,focalfollow,agonism.winner
73V,11Z,feargrm,Male,Male,2022-02-28,JN,focalfollow,agonism.winner
8D8,5E1,avoid,Male,Male,2022-02-28,JN,focalfollow,agonism.winner
2J2,9I6,threat,Female,Female,2022-02-28,JN,focalfollow,agonism.winner
2J2,1H6,avoid,Female,Female,2022-02-28,JN,focalfollow,agonism.winner
0T5,8P8,submit,Female,Female,2022-03-01,JN,focalfollow,agonism.winner
8E8,9A4,avoid,Female,Female,2022-03-01,JN,focalfollow,agonism.winner
8E8,9T1,avoid,Female,Female,2022-03-01,JN,focalfollow,agonism.winner
17K,5R2,feargrm,Male,Male,2022-03-01,JN,focalfollow,agonism.winner
0L1,9D8,avoid,Male,Female,2022-03-01,JN,focalfollow,agonism.winner
8P3,7V6,displace,Female,Female,2022-03-01,JN,focalfollow,agonism.winner
5C0,3E2,noncontactagg,Female,Female,2022-03-02,JN,focalfollow,agonism.winner
7M3,8T1,threat,Male,Female,2022-03-02,JN,focalfollow,agonism.winner
7D7,0P0,threat,Male,Male,2022-03-02,JN,focalfollow,agonism.winner
7D7,0P0,avoid,Male,Male,2022-03-02,JN,focalfollow,agonism.winner
7D7,1H6,avoid,Male,Female,2022-03-02,JN,focalfollow,agonism.winner
7D7,5T8,threat,Male,Male,2022-03-02,JN,focalfollow,agonism.winner
7D7,8A7,avoid,Male,Male,2022-03-02,JN,focalfollow,agonism.winner
7D7,4D3,feargrm,Male,Male,2022-03-02,JN,focalfollow,agonism.winner
4E2,0A9,avoid,Male,Female,2022-03-02,JN,focalfollow,agonism.winner
4E2,00EXG,avoid,Male,NA,2022-03-02,JN,focalfollow,agonism.winner
4E2,00EXG,feargrm,Male,NA,2022-03-02,JN,focalfollow,agonism.winner
0P8,3E2,displace,Male,Female,2022-03-02,JN,focalfollow,agonism.winner
0P8,8F3,avoid,Male,Female,2022-03-02,JN,focalfollow,agonism.winner
0P8,5M0,feargrm,Male,Male,2022-03-02,JN,focalfollow,agonism.winner
0P8,0I6,displace,Male,Female,2022-03-02,JN,focalfollow,agonism.winner
0P8,1S9,avoid,Male,Female,2022-03-02,JN,focalfollow,agonism.winner
0P8,2X2,avoid,Male,Female,2022-03-02,JN,focalfollow,agonism.winner
0P8,8W3,displace,Male,Female,2022-03-02,JN,focalfollow,agonism.winner
8H0,5K7,threat,Male,Female,2022-03-03,JN,focalfollow,agonism.winner
82L,5T0,avoid,Female,Female,2022-03-03,JN,focalfollow,agonism.winner
8A9,8D8,feargrm,Male,Male,2022-03-03,JN,focalfollow,agonism.winner
4S5,8T9,displace,Male,Female,2022-03-03,JN,focalfollow,agonism.winner
8P9,1S9,displace,Female,Female,2022-03-03,JN,focalfollow,agonism.winner
9M4,5K7,avoid,Female,Female,2022-03-08,JN,focalfollow,agonism.winner
9M4,00EXG,threat,Female,NA,2022-03-08,JN,focalfollow,agonism.winner
9M4,1A3,threat,Female,Female,2022-03-08,JN,focalfollow,agonism.winner
43J,7U4,avoid,Female,Female,2022-03-08,JN,focalfollow,agonism.winner
5K3,8U6,avoid,Female,Female,2022-03-08,JN,focalfollow,agonism.winner
8J6,9N3,avoid,Female,Female,2022-03-09,JN,focalfollow,agonism.winner
8J6,7V3,avoid,Female,Male,2022-03-09,JN,focalfollow,agonism.winner
