id,sex,year.of.birth,age,mother,father,behavioral.mother,group.at.birth,rank,ordinal.rank,percofsex.dominanted,idcode,hrs.focalfollowed,focalcutoff_met
0M4,F,2010,11,14E,72O,14E,V,1,H,100,134,3,Y
0S5,F,2013,8,40Z,73V,40Z,V,2,H,96,NA,3.1666666666666665,Y
5O0,F,2012,9,31L,61R,31L,V,3,H,94,NA,3.1666666666666665,Y
1K1,F,2009,12,31L,98K,31L,V,4,H,92,1111,3,Y
6U1,F,2014,7,1K1,1C2,1K1,V,5,H,90,NA,3.1666666666666665,Y
4U8,F,2014,7,0F0,8A7,0F0,V,6,H,88,NA,3.3333333333333335,Y
2E4,F,2006,15,29J,54F,29J,V,7,H,86,2054,3,Y
8N3,F,2011,10,15E,12E,15E,V,8,H,84,NA,3.1666666666666665,Y
1I7,F,2009,12,13H,12E,13H,V,9,H,82,1097,3.5,Y
6U3,F,2014,7,1I7,8A7,1I7,V,10,H,80,NA,3.1666666666666665,Y
00V,F,2003,18,30J,51A,30J,V,11,M,78,22,3.1666666666666665,Y
1G1,F,2008,13,48S,61B,48S,V,12,M,76,1071,3.1666666666666665,Y
4O4,F,2012,9,1G1,4C3,1G1,V,13,M,74,NA,3.1666666666666665,Y
7K8,F,2010,11,13B,97V,13B,V,14,M,72,7118,3.1666666666666665,Y
5U5,F,2014,7,7K8,1I4,7K8,V,15,M,70,NA,3.1666666666666665,Y
7C4,F,2005,16,13B,17L,13B,V,16,M,68,7034,3.1666666666666665,Y
5E8,F,2008,13,78I,60L,78I,V,17,M,66,5058,3,Y
8R7,F,2013,8,5E8,2F9,5E8,V,18,M,64,NA,3,Y
52Z,F,2004,17,78I,01K,78I,V,19,M,62,5226,3,Y
4S7,F,2013,8,1G6,61R,1G6,V,20,M,60,NA,3.1666666666666665,Y
2I3,F,2009,12,52Z,51A,52Z,V,21,M,58,2093,3.1666666666666665,Y
0S6,F,2013,8,9E8,1A0,9E8,V,22,M,56,NA,3.3333333333333335,Y
93T,F,2003,18,L66,51A,L66,V,23,M,54,9320,3.1666666666666665,Y
90T,F,2003,18,79I,72H,79I,V,24,M,52,9020,3.3333333333333335,Y
4J4,F,2009,12,90T,72O,90T,V,25,M,50,4104,3,Y
9R8,F,2013,8,81E,1A0,81E,V,26,L,48,NA,3.1666666666666665,Y
5L7,F,2010,11,81E,60L,81E,V,27,L,46,5127,3.1666666666666665,Y
2G2,F,2008,13,81E,61B,81E,V,28,L,44,2072,3,Y
9P3,F,2012,9,2G2,8D3,2G2,V,29,L,42,NA,3.1666666666666665,Y
1G0,F,2008,13,25N,41N,25N,V,30,L,40,1070,3.3333333333333335,Y
1I5,F,2009,12,01R,72O,01R,V,31,L,38,1095,3.1666666666666665,Y
2G3,F,2008,13,47Z,NA,47Z,V,32,L,36,2073,3.1666666666666665,Y
5U4,F,2014,7,2G3,32Z,2G3,V,33,L,34,NA,3.1666666666666665,Y
45Z,F,2004,17,20C,51J,20C,V,34,L,32,4526,3.3333333333333335,Y
9M8,F,2011,10,45Z,73S,45Z,V,35,L,30,NA,3.1666666666666665,Y
1B0,F,2004,17,99J,12E,99J,V,36,L,28,1020,3.1666666666666665,Y
3H0,F,2008,13,1B0,NA,1B0,V,37,L,26,3080,3,Y
3D9,F,2007,14,T03,51A,T03,V,38,L,24,3049,3.1666666666666665,Y
3U4,F,2014,7,3D9,1A0,3D9,V,39,L,22,NA,3.1666666666666665,Y
0S1,F,2013,8,3D9,1A0,3D9,V,40,L,20,NA,3.3333333333333335,Y
4C5,F,2005,16,T03,51A,T03,V,41,L,18,4035,3.1666666666666665,Y
51Z,F,2004,17,97J,61B,97J,V,42,L,16,5126,3.1666666666666665,Y
6U0,F,2014,7,51Z,4C3,51Z,V,43,L,14,NA,3.1666666666666665,Y
8R5,F,2013,8,51Z,61R,51Z,V,44,L,12,NA,3.1666666666666665,Y
1I6,F,2009,12,51Z,60L,51Z,V,45,L,10,1096,3.1666666666666665,Y
3U0,F,2014,7,1I6,1C2,1I6,V,46,L,8,NA,3.1666666666666665,Y
2K1,F,2010,11,98J,46Z,98J,V,47,L,6,2111,3.1666666666666665,Y
4U1,F,2014,7,85T,6E6,85T,V,48,L,4,NA,3.1666666666666665,Y
1G4,F,2008,13,85T,30S,85T,V,49,L,2,1074,3.1666666666666665,Y
1Q7,F,2012,9,1G4,1D4,1G4,V,50,L,0,NA,3.1666666666666665,Y
9C1,F,2006,15,67F,54F,67F,V,NA,NA,NA,9031,1.1666666666666667,N
53E,F,1996,25,L80,S94,L80,F,NA,NA,NA,5305,0.3333333333333333,N
61R,M,2001,20,07A,45A,07A,KK,1,H,100,6118,3.1666666666666665,Y
0M1,M,2010,11,13H,12E,13H,V,2,H,95.74468085,131,3,Y
5U1,M,2014,7,0M4,8A7,0M4,V,3,H,93.61702128,NA,3.3333333333333335,Y
77I,M,1998,23,S97,D52,S97,R,4,H,91.4893617,7709,3.1666666666666665,Y
12O,M,1999,22,I56,85A,I56,S,5,H,89.36170213,1215,3.1666666666666665,Y
81O,M,2000,21,02A,L83,02A,R,6,H,87.23404255,8115,3.1666666666666665,Y
33T,M,2002,19,89K,80B,89K,R,7,H,85.10638298,3320,3.1666666666666665,Y
1B1,M,2004,17,36O,78B,36O,HH,8,H,82.9787234,1021,3.1666666666666665,Y
1F2,M,2007,14,81I,26P,81I,S,9,H,80.85106383,1062,3.1666666666666665,Y
04T,M,2002,19,96G,80B,96G,R,10,M,78.72340426,420,3.1666666666666665,Y
5B0,M,2005,16,81I,57D,81I,S,11,M,76.59574468,5020,3.1666666666666665,Y
0H8,M,2009,12,X17,02R,X17,F,12,M,74.46808511,88,3.1666666666666665,Y
8J3,M,2009,12,56A,40C,56A,F,13,M,72.34042553,8093,3.1666666666666665,Y
6K5,M,2010,11,0C8,49L,0C8,HH,14,M,70.21276596,NA,3.1666666666666665,Y
7K4,M,2010,11,1E3,8A7,1E3,F,15,M,68.08510638,NA,3.1666666666666665,Y
6B8,M,2005,16,96G,80B,96G,R,16,M,65.95744681,6028,3.1666666666666665,Y
5K8,M,2010,11,28G,02R,28G,HH,17,M,63.82978723,5118,3.1666666666666665,Y
6E6,M,2007,14,42V,02R,42V,HH,18,M,61.70212766,6056,3.1666666666666665,Y
6R3,M,2013,8,37P,6C9,37P,R,19,M,59.57446809,NA,3.1666666666666665,Y
9K9,M,2010,11,06A,94O,06A,S,20,M,57.44680851,9119,3.1666666666666665,Y
8C3,M,2006,15,37D,27N,93O,KK,21,M,55.31914894,8033,3.1666666666666665,Y
2D0,M,2006,15,X37,05I,X37,R,22,M,53.19148936,2040,3.1666666666666665,Y
2N8,M,2011,10,73B,04T,73B,F,23,M,51.06382979,NA,3.1666666666666665,Y
6P9,M,2012,9,6F2,2D7,6F2,F,24,L,48.93617021,NA,3.3333333333333335,Y
8M1,M,2011,10,4B2,22O,4B2,R,25,L,46.80851064,NA,3.1666666666666665,Y
3M2,M,2011,10,24V,44T,24V,KK,26,L,44.68085106,NA,3.1666666666666665,Y
0P9,M,2012,9,54N,3A6,54N,R,27,L,42.55319149,NA,3.1666666666666665,Y
2N0,M,2011,10,79Z,43P,79Z,F,28,L,40.42553191,NA,3,Y
3M8,M,2011,10,8A5,44T,8A5,R,29,L,38.29787234,NA,3.1666666666666665,Y
6I9,M,2009,12,43J,22R,43J,F,30,L,36.17021277,6109,3.1666666666666665,Y
3P6,M,2012,9,7A6,11Z,7A6,R,31,L,34.04255319,NA,3,Y
9E3,M,2007,14,56E,30L,56E,F,32,L,31.91489362,9053,3.1666666666666665,Y
7M8,M,2011,10,97R,53N,97R,S,33,L,29.78723404,NA,3.1666666666666665,Y
4U0,M,2014,7,9C1,8A7,9C1,V,34,L,27.65957447,NA,3.1666666666666665,Y
7A2,M,2004,17,28N,86D,28N,F,35,L,25.53191489,7012,3.1666666666666665,Y
7D2,M,2006,15,T84,12O,T84,S,36,L,23.40425532,NA,3.1666666666666665,Y
3I9,M,2009,12,6A4,50T,6A4,R,37,L,21.27659574,3099,3.1666666666666665,Y
0J4,M,2009,12,16Z,50T,16Z,R,38,L,19.14893617,94,3.1666666666666665,Y
5P4,M,2012,9,9C5,53N,9C5,KK,39,L,17.0212766,5164,3,Y
93R,M,2001,20,Z82,17A,Z82,S,40,L,14.89361702,9318,3.1666666666666665,Y
3L1,M,2010,11,92D,33T,92D,F,41,L,12.76595745,3121,3.1666666666666665,Y
3B9,M,2005,16,15O,50G,15O,R,42,L,10.63829787,3029,3.1666666666666665,Y
2N2,M,2011,10,61J,6A8,61J,F,43,L,8.510638298,NA,3.1666666666666665,Y
5L4,M,2010,11,3D1,X80,3D1,S,44,L,6.382978723,5124,3.1666666666666665,Y
1R8,M,2013,8,3D4,8B5,3D4,S,45,L,4.255319149,NA,3.1666666666666665,Y
2C9,M,2005,16,38E,80B,38E,R,46,L,2.127659574,2039,2,Y
7J0,M,2009,12,74K,18I,74K,S,47,L,0,7100,3.1666666666666665,Y
9M5,M,2011,10,40L,46Z,40L,F,NA,NA,NA,NA,1.5,N
3U7,M,2014,7,81E,4C3,81E,V,NA,NA,NA,NA,1.5,N
9S8,M,2014,7,9H7,7G1,9H7,F,NA,NA,NA,NA,0.6666666666666666,N
6T7,M,2014,7,63V,0B8,63V,F,NA,NA,NA,NA,0.16666666666666666,N
8S4,M,2014,7,7A8,8D8,7A8,R,NA,NA,NA,NA,1.6666666666666667,N
30Z,M,2003,18,V65,85B,V65,F,NA,NA,NA,3026,1,N
6T0,M,2014,7,5C0,12Z,5C0,F,NA,NA,NA,NA,1.1666666666666667,N
