2E4.77I,0.09,0.02,0.36
2E4.81O,0.09,0.02,0.36
2E4.33T,0.16,0.04,0.48
2E4.25R,0.09,0.02,0.36
2E4.3J7,0.1,0.02,0.37
2E4.32Z,0.1,0.02,0.37
2E4.4E2,0.09,0.02,0.36
2E4.0G1,0.09,0.02,0.36
2E4.5E6,0.1,0.02,0.37
2E4.1B1,0.1,0.02,0.37
2E4.0I9,0.09,0.02,0.36
2E4.06O,0.11,0.02,0.42
2E4.5I3,0.11,0.02,0.42
2E4.2F8,0.09,0.02,0.36
2E4.3B9,0.09,0.02,0.36
2E4.19T,0.09,0.02,0.36
2E4.4G8,0.09,0.02,0.36
2E4.3I6,0.09,0.02,0.36
2E4.0J4,0.09,0.02,0.36
2E4.3I9,0.1,0.02,0.37
2E4.0E3,0.09,0.02,0.36
2E4.7A2,0.09,0.02,0.36
2E4.73S,0.11,0.02,0.41
2E4.7F5,0.09,0.02,0.36
2E4.04T,0.1,0.02,0.37
2E4.1F2,0.1,0.02,0.38
2E4.5J1,0.11,0.02,0.41
2E4.9E3,0.11,0.02,0.45
2E4.36V,0.11,0.02,0.41
2E4.3I5,0.11,0.02,0.45
2E4.9I9,0.09,0.02,0.36
2E4.8D8,0.1,0.02,0.37
2E4.5B0,0.1,0.02,0.37
2E4.4D3,0.09,0.02,0.36
2E4.28B,0.11,0.02,0.44
2E4.5I5,0.09,0.02,0.35
2E4.7G1,0.1,0.02,0.38
2E4.8A9,0.1,0.02,0.38
2E4.30Z,0.12,0.02,0.51
2E4.9D7,0.13,0.02,0.53
2E4.2H6,0.14,0.02,0.61
2E4.17K,0.14,0.02,0.56
2E4.60E,0.14,0.02,0.61
2E4.2C9,0.13,0.02,0.52
1K1.0F0,0.22,0.07,0.59
1K1.5C6,0.22,0.07,0.59
1K1.9C1,0.1,0.02,0.37
1K1.00V,0.1,0.02,0.37
1K1.2G4,0.1,0.02,0.37
1K1.53Z,0.15,0.04,0.48
1K1.1G1,0.1,0.02,0.37
1K1.15E,0.1,0.02,0.37
1K1.0K0,0.23,0.07,0.6
1K1.78I,0.09,0.02,0.36
1K1.5E8,0.1,0.02,0.37
1K1.7C4,0.1,0.02,0.37
1K1.52Z,0.09,0.02,0.36
1K1.2I3,0.1,0.02,0.37
1K1.1G6,0.1,0.02,0.37
1K1.13H,0.1,0.02,0.37
1K1.1I7,0.1,0.02,0.37
1K1.9E8,0.1,0.02,0.37
1K1.93T,0.1,0.02,0.37
1K1.45Z,0.09,0.02,0.36
1K1.90T,0.1,0.02,0.37
1K1.4J4,0.1,0.02,0.37
1K1.2G2,0.1,0.02,0.37
1K1.47Z,0.1,0.02,0.37
1K1.2G3,0.1,0.02,0.37
1K1.4C9,0.1,0.02,0.37
1K1.1G0,0.1,0.02,0.37
1K1.1I5,0.1,0.02,0.37
1K1.1K2,0.1,0.02,0.37
1K1.1B0,0.1,0.02,0.37
1K1.3H0,0.1,0.02,0.37
1K1.T03,0.09,0.02,0.36
1K1.4C5,0.1,0.02,0.37
1K1.3D9,0.1,0.02,0.37
1K1.98J,0.1,0.02,0.37
1K1.85T,0.1,0.02,0.37
1K1.1G4,0.1,0.02,0.37
1K1.51Z,0.09,0.02,0.36
1K1.1I6,0.1,0.02,0.37
1K1.51A,0.16,0.04,0.49
1K1.98K,0.09,0.02,0.36
1K1.12E,0.09,0.02,0.36
1K1.61R,0.1,0.02,0.37
1K1.73V,0.12,0.02,0.48
1K1.18I,0.09,0.02,0.36
1K1.12O,0.1,0.02,0.37
1K1.77I,0.1,0.02,0.37
1K1.81O,0.1,0.02,0.37
1K1.33T,0.1,0.02,0.37
1K1.25R,0.1,0.02,0.37
1K1.3J7,0.1,0.02,0.37
1K1.32Z,0.1,0.02,0.37
1K1.4E2,0.1,0.02,0.37
1K1.0G1,0.1,0.02,0.37
1K1.5E6,0.1,0.02,0.37
1K1.1B1,0.1,0.02,0.37
1K1.0I9,0.1,0.02,0.37
1K1.06O,0.11,0.02,0.43
1K1.5I3,0.11,0.02,0.43
1K1.2F8,0.09,0.02,0.36
1K1.3B9,0.09,0.02,0.36
1K1.19T,0.1,0.02,0.37
1K1.4G8,0.09,0.02,0.36
1K1.3I6,0.1,0.02,0.37
1K1.0J4,0.1,0.02,0.37
1K1.3I9,0.1,0.02,0.37
1K1.0E3,0.09,0.02,0.36
1K1.7A2,0.09,0.02,0.36
1K1.73S,0.11,0.02,0.42
1K1.7F5,0.1,0.02,0.37
1K1.04T,0.1,0.02,0.37
1K1.1F2,0.1,0.02,0.39
1K1.5J1,0.11,0.02,0.42
1K1.9E3,0.11,0.02,0.46
1K1.36V,0.11,0.02,0.42
1K1.3I5,0.11,0.02,0.46
1K1.9I9,0.1,0.02,0.37
1K1.8D8,0.1,0.02,0.37
1K1.5B0,0.1,0.02,0.37
1K1.4D3,0.09,0.02,0.36
1K1.28B,0.11,0.02,0.45
1K1.5I5,0.09,0.02,0.36
1K1.7G1,0.1,0.02,0.39
1K1.8A9,0.1,0.02,0.39
1K1.30Z,0.13,0.02,0.52
1K1.9D7,0.13,0.02,0.54
1K1.2H6,0.15,0.02,0.62
1K1.17K,0.14,0.02,0.58
1K1.60E,0.15,0.02,0.62
1K1.2C9,0.13,0.02,0.53
0F0.5C6,0.22,0.07,0.59
0F0.9C1,0.1,0.02,0.37
0F0.00V,0.1,0.02,0.37
0F0.2G4,0.1,0.02,0.37
0F0.53Z,0.09,0.02,0.36
0F0.1G1,0.1,0.02,0.37
0F0.15E,0.1,0.02,0.37
0F0.0K0,0.1,0.02,0.37
0F0.78I,0.09,0.02,0.36
0F0.5E8,0.1,0.02,0.37
0F0.7C4,0.1,0.02,0.37
0F0.52Z,0.09,0.02,0.36
0F0.2I3,0.1,0.02,0.37
0F0.1G6,0.1,0.02,0.37
0F0.13H,0.1,0.02,0.37
0F0.1I7,0.1,0.02,0.37
0F0.9E8,0.1,0.02,0.37
0F0.93T,0.1,0.02,0.37
0F0.45Z,0.09,0.02,0.36
0F0.90T,0.1,0.02,0.37
0F0.4J4,0.1,0.02,0.37
0F0.2G2,0.1,0.02,0.37
0F0.47Z,0.1,0.02,0.37
0F0.2G3,0.1,0.02,0.37
0F0.4C9,0.1,0.02,0.37
0F0.1G0,0.1,0.02,0.37
0F0.1I5,0.1,0.02,0.37
0F0.1K2,0.1,0.02,0.37
0F0.1B0,0.1,0.02,0.37
0F0.3H0,0.1,0.02,0.37
0F0.T03,0.09,0.02,0.36
0F0.4C5,0.1,0.02,0.37
0F0.3D9,0.1,0.02,0.37
0F0.98J,0.1,0.02,0.37
0F0.85T,0.1,0.02,0.37
0F0.1G4,0.1,0.02,0.37
0F0.51Z,0.09,0.02,0.36
0F0.1I6,0.1,0.02,0.37
0F0.51A,0.23,0.07,0.6
0F0.98K,0.09,0.02,0.36
0F0.12E,0.09,0.02,0.36
0F0.61R,0.1,0.02,0.37
0F0.73V,0.12,0.02,0.48
0F0.18I,0.09,0.02,0.36
0F0.12O,0.1,0.02,0.37
0F0.77I,0.1,0.02,0.37
0F0.81O,0.1,0.02,0.37
0F0.33T,0.1,0.02,0.37
0F0.25R,0.1,0.02,0.37
0F0.3J7,0.1,0.02,0.37
0F0.32Z,0.1,0.02,0.37
0F0.4E2,0.1,0.02,0.37
0F0.0G1,0.1,0.02,0.37
0F0.5E6,0.1,0.02,0.37
0F0.1B1,0.1,0.02,0.37
0F0.0I9,0.1,0.02,0.37
0F0.06O,0.11,0.02,0.43
0F0.5I3,0.11,0.02,0.43
0F0.2F8,0.09,0.02,0.36
0F0.3B9,0.09,0.02,0.36
0F0.19T,0.1,0.02,0.37
0F0.4G8,0.09,0.02,0.36
0F0.3I6,0.1,0.02,0.37
0F0.0J4,0.1,0.02,0.37
0F0.3I9,0.1,0.02,0.37
0F0.0E3,0.09,0.02,0.36
0F0.7A2,0.09,0.02,0.36
0F0.73S,0.11,0.02,0.42
0F0.7F5,0.1,0.02,0.37
0F0.04T,0.1,0.02,0.37
0F0.1F2,0.1,0.02,0.39
0F0.5J1,0.11,0.02,0.42
0F0.9E3,0.11,0.02,0.46
0F0.36V,0.11,0.02,0.42
0F0.3I5,0.11,0.02,0.46
0F0.9I9,0.1,0.02,0.37
0F0.8D8,0.1,0.02,0.37
0F0.5B0,0.1,0.02,0.37
0F0.4D3,0.09,0.02,0.36
0F0.28B,0.11,0.02,0.45
0F0.5I5,0.09,0.02,0.36
0F0.7G1,0.1,0.02,0.39
0F0.8A9,0.1,0.02,0.39
0F0.30Z,0.13,0.02,0.52
0F0.9D7,0.13,0.02,0.54
0F0.2H6,0.15,0.02,0.62
0F0.17K,0.14,0.02,0.58
0F0.60E,0.15,0.02,0.62
0F0.2C9,0.13,0.02,0.53
5C6.9C1,0.09,0.02,0.36
5C6.00V,0.15,0.04,0.48
5C6.2G4,0.15,0.04,0.48
5C6.53Z,0.09,0.02,0.36
5C6.1G1,0.09,0.02,0.36
5C6.15E,0.09,0.02,0.36
5C6.0K0,0.1,0.02,0.37
5C6.78I,0.09,0.02,0.36
5C6.5E8,0.1,0.02,0.37
5C6.7C4,0.09,0.02,0.36
5C6.52Z,0.09,0.02,0.36
5C6.2I3,0.09,0.02,0.36
5C6.1G6,0.09,0.02,0.36
5C6.13H,0.09,0.02,0.36
5C6.1I7,0.09,0.02,0.36
5C6.9E8,0.09,0.02,0.36
5C6.93T,0.09,0.02,0.36
5C6.45Z,0.09,0.02,0.35
5C6.90T,0.09,0.02,0.36
5C6.4J4,0.09,0.02,0.36
5C6.2G2,0.09,0.02,0.36
5C6.47Z,0.09,0.02,0.36
5C6.2G3,0.09,0.02,0.36
5C6.4C9,0.09,0.02,0.36
5C6.1G0,0.09,0.02,0.36
5C6.1I5,0.09,0.02,0.36
5C6.1K2,0.09,0.02,0.36
5C6.1B0,0.09,0.02,0.36
5C6.3H0,0.09,0.02,0.36
5C6.T03,0.09,0.02,0.36
5C6.4C5,0.09,0.02,0.36
5C6.3D9,0.09,0.02,0.36
5C6.98J,0.1,0.02,0.37
5C6.85T,0.1,0.02,0.37
5C6.1G4,0.09,0.02,0.36
5C6.51Z,0.15,0.04,0.47
5C6.1I6,0.09,0.02,0.36
5C6.51A,0.36,0.14,0.81
5C6.98K,0.09,0.02,0.36
5C6.12E,0.09,0.02,0.36
5C6.61R,0.15,0.04,0.48
5C6.73V,0.12,0.02,0.47
5C6.18I,0.09,0.02,0.35
5C6.12O,0.09,0.02,0.36
5C6.77I,0.09,0.02,0.36
5C6.81O,0.09,0.02,0.36
5C6.33T,0.1,0.02,0.37
5C6.25R,0.09,0.02,0.36
5C6.3J7,0.1,0.02,0.37
5C6.32Z,0.1,0.02,0.37
5C6.4E2,0.09,0.02,0.36
5C6.0G1,0.09,0.02,0.36
5C6.5E6,0.1,0.02,0.37
5C6.1B1,0.1,0.02,0.37
5C6.0I9,0.09,0.02,0.36
5C6.06O,0.11,0.02,0.42
5C6.5I3,0.11,0.02,0.42
5C6.2F8,0.09,0.02,0.36
5C6.3B9,0.09,0.02,0.36
5C6.19T,0.09,0.02,0.36
5C6.4G8,0.09,0.02,0.36
5C6.3I6,0.09,0.02,0.36
5C6.0J4,0.09,0.02,0.36
5C6.3I9,0.1,0.02,0.37
5C6.0E3,0.09,0.02,0.36
5C6.7A2,0.09,0.02,0.36
5C6.73S,0.11,0.02,0.41
5C6.7F5,0.09,0.02,0.36
5C6.04T,0.1,0.02,0.37
5C6.1F2,0.1,0.02,0.38
5C6.5J1,0.11,0.02,0.41
5C6.9E3,0.11,0.02,0.45
5C6.36V,0.11,0.02,0.41
5C6.3I5,0.11,0.02,0.45
5C6.9I9,0.09,0.02,0.36
5C6.8D8,0.1,0.02,0.37
5C6.5B0,0.1,0.02,0.37
5C6.4D3,0.09,0.02,0.36
5C6.28B,0.11,0.02,0.44
5C6.5I5,0.09,0.02,0.35
5C6.7G1,0.1,0.02,0.38
5C6.8A9,0.16,0.04,0.51
5C6.30Z,0.21,0.05,0.68
5C6.9D7,0.13,0.02,0.53
5C6.2H6,0.14,0.02,0.61
5C6.17K,0.14,0.02,0.56
5C6.60E,0.14,0.02,0.61
5C6.2C9,0.13,0.02,0.52
9C1.00V,0.16,0.04,0.48
9C1.2G4,0.16,0.04,0.48
9C1.53Z,0.15,0.04,0.48
9C1.1G1,0.1,0.02,0.37
9C1.15E,0.1,0.02,0.37
9C1.0K0,0.1,0.02,0.37
9C1.78I,0.09,0.02,0.36
9C1.5E8,0.1,0.02,0.37
9C1.7C4,0.1,0.02,0.37
9C1.52Z,0.09,0.02,0.36
9C1.2I3,0.1,0.02,0.37
9C1.1G6,0.1,0.02,0.37
9C1.13H,0.1,0.02,0.37
9C1.1I7,0.1,0.02,0.37
9C1.9E8,0.1,0.02,0.37
9C1.93T,0.1,0.02,0.37
9C1.45Z,0.09,0.02,0.36
9C1.90T,0.1,0.02,0.37
9C1.4J4,0.1,0.02,0.37
9C1.2G2,0.1,0.02,0.37
9C1.47Z,0.1,0.02,0.37
9C1.2G3,0.1,0.02,0.37
9C1.4C9,0.1,0.02,0.37
9C1.1G0,0.1,0.02,0.37
9C1.1I5,0.1,0.02,0.37
9C1.1K2,0.1,0.02,0.37
9C1.1B0,0.1,0.02,0.37
9C1.3H0,0.1,0.02,0.37
9C1.T03,0.09,0.02,0.36
9C1.4C5,0.1,0.02,0.37
9C1.3D9,0.1,0.02,0.37
9C1.98J,0.1,0.02,0.37
9C1.85T,0.1,0.02,0.37
9C1.1G4,0.1,0.02,0.37
9C1.51Z,0.09,0.02,0.36
9C1.1I6,0.1,0.02,0.37
9C1.51A,0.1,0.02,0.37
9C1.98K,0.09,0.02,0.36
9C1.12E,0.15,0.04,0.48
9C1.61R,0.29,0.1,0.7
9C1.73V,0.12,0.02,0.48
9C1.18I,0.09,0.02,0.36
9C1.12O,0.1,0.02,0.37
9C1.77I,0.1,0.02,0.37
9C1.81O,0.1,0.02,0.37
9C1.33T,0.1,0.02,0.37
9C1.25R,0.1,0.02,0.37
9C1.3J7,0.1,0.02,0.37
9C1.32Z,0.1,0.02,0.37
9C1.4E2,0.1,0.02,0.37
9C1.0G1,0.1,0.02,0.37
9C1.5E6,0.1,0.02,0.37
9C1.1B1,0.1,0.02,0.37
9C1.0I9,0.1,0.02,0.37
9C1.06O,0.11,0.02,0.43
9C1.5I3,0.11,0.02,0.43
9C1.2F8,0.09,0.02,0.36
9C1.3B9,0.09,0.02,0.36
9C1.19T,0.1,0.02,0.37
9C1.4G8,0.09,0.02,0.36
9C1.3I6,0.1,0.02,0.37
9C1.0J4,0.1,0.02,0.37
9C1.3I9,0.1,0.02,0.37
9C1.0E3,0.09,0.02,0.36
9C1.7A2,0.09,0.02,0.36
9C1.73S,0.11,0.02,0.42
9C1.7F5,0.16,0.04,0.48
9C1.04T,0.1,0.02,0.37
9C1.1F2,0.1,0.02,0.39
9C1.5J1,0.11,0.02,0.42
9C1.9E3,0.11,0.02,0.46
9C1.36V,0.11,0.02,0.42
9C1.3I5,0.11,0.02,0.46
9C1.9I9,0.1,0.02,0.37
9C1.8D8,0.1,0.02,0.37
9C1.5B0,0.1,0.02,0.37
9C1.4D3,0.09,0.02,0.36
9C1.28B,0.11,0.02,0.45
9C1.5I5,0.09,0.02,0.36
9C1.7G1,0.1,0.02,0.39
9C1.8A9,0.1,0.02,0.39
9C1.30Z,0.13,0.02,0.52
9C1.9D7,0.13,0.02,0.54
9C1.2H6,0.15,0.02,0.62
9C1.17K,0.14,0.02,0.58
9C1.60E,0.15,0.02,0.62
9C1.2C9,0.13,0.02,0.53
00V.2G4,0.44,0.18,0.92
00V.53Z,0.43,0.18,0.9
00V.1G1,0.22,0.07,0.59
00V.15E,0.1,0.02,0.37
00V.0K0,0.1,0.02,0.37
00V.78I,0.43,0.18,0.9
00V.5E8,0.16,0.04,0.49
00V.7C4,0.1,0.02,0.37
00V.52Z,0.09,0.02,0.36
00V.2I3,0.16,0.04,0.48
00V.1G6,0.1,0.02,0.37
00V.13H,0.1,0.02,0.37
00V.1I7,0.1,0.02,0.37
00V.9E8,0.1,0.02,0.37
00V.93T,0.1,0.02,0.37
00V.45Z,0.09,0.02,0.36
00V.90T,0.1,0.02,0.37
00V.4J4,0.1,0.02,0.37
00V.2G2,0.1,0.02,0.37
00V.47Z,0.1,0.02,0.37
00V.2G3,0.1,0.02,0.37
00V.4C9,0.1,0.02,0.37
00V.1G0,0.1,0.02,0.37
00V.1I5,0.1,0.02,0.37
00V.1K2,0.1,0.02,0.37
00V.1B0,0.16,0.04,0.48
00V.3H0,0.1,0.02,0.37
00V.T03,0.09,0.02,0.36
00V.4C5,0.1,0.02,0.37
00V.3D9,0.1,0.02,0.37
00V.98J,0.1,0.02,0.37
00V.85T,0.1,0.02,0.37
00V.1G4,0.16,0.04,0.48
00V.51Z,0.09,0.02,0.36
00V.1I6,0.1,0.02,0.37
00V.51A,0.1,0.02,0.37
00V.98K,0.29,0.1,0.69
00V.12E,0.15,0.04,0.48
00V.61R,0.1,0.02,0.37
00V.73V,0.12,0.02,0.48
00V.18I,0.09,0.02,0.36
00V.12O,0.1,0.02,0.37
00V.77I,0.1,0.02,0.37
00V.81O,0.1,0.02,0.37
00V.33T,0.1,0.02,0.37
00V.25R,0.1,0.02,0.37
00V.3J7,0.1,0.02,0.37
00V.32Z,0.1,0.02,0.37
00V.4E2,0.1,0.02,0.37
00V.0G1,0.1,0.02,0.37
00V.5E6,0.1,0.02,0.37
00V.1B1,0.1,0.02,0.37
00V.0I9,0.1,0.02,0.37
00V.06O,0.11,0.02,0.43
00V.5I3,0.11,0.02,0.43
00V.2F8,0.09,0.02,0.36
00V.3B9,0.09,0.02,0.36
00V.19T,0.1,0.02,0.37
00V.4G8,0.09,0.02,0.36
00V.3I6,0.1,0.02,0.37
00V.0J4,0.1,0.02,0.37
00V.3I9,0.1,0.02,0.37
00V.0E3,0.09,0.02,0.36
00V.7A2,0.09,0.02,0.36
00V.73S,0.11,0.02,0.42
00V.7F5,0.1,0.02,0.37
00V.04T,0.1,0.02,0.37
00V.1F2,0.1,0.02,0.39
00V.5J1,0.11,0.02,0.42
00V.9E3,0.11,0.02,0.46
00V.36V,0.11,0.02,0.42
00V.3I5,0.11,0.02,0.46
00V.9I9,0.1,0.02,0.37
00V.8D8,0.1,0.02,0.37
00V.5B0,0.1,0.02,0.37
00V.4D3,0.09,0.02,0.36
00V.28B,0.11,0.02,0.45
00V.5I5,0.09,0.02,0.36
00V.7G1,0.1,0.02,0.39
00V.8A9,0.1,0.02,0.39
00V.30Z,0.13,0.02,0.52
00V.9D7,0.13,0.02,0.54
00V.2H6,0.15,0.02,0.62
00V.17K,0.14,0.02,0.58
00V.60E,0.15,0.02,0.62
00V.2C9,0.13,0.02,0.53
2G4.53Z,0.29,0.1,0.69
2G4.1G1,0.1,0.02,0.37
2G4.15E,0.1,0.02,0.37
2G4.0K0,0.1,0.02,0.37
2G4.78I,0.09,0.02,0.36
2G4.5E8,0.1,0.02,0.37
2G4.7C4,0.1,0.02,0.37
2G4.52Z,0.09,0.02,0.36
2G4.2I3,0.1,0.02,0.37
2G4.1G6,0.16,0.04,0.48
2G4.13H,0.1,0.02,0.37
2G4.1I7,0.1,0.02,0.37
2G4.9E8,0.1,0.02,0.37
2G4.93T,0.1,0.02,0.37
2G4.45Z,0.09,0.02,0.36
2G4.90T,0.1,0.02,0.37
2G4.4J4,0.1,0.02,0.37
2G4.2G2,0.1,0.02,0.37
2G4.47Z,0.1,0.02,0.37
2G4.2G3,0.1,0.02,0.37
2G4.4C9,0.1,0.02,0.37
2G4.1G0,0.1,0.02,0.37
2G4.1I5,0.1,0.02,0.37
2G4.1K2,0.1,0.02,0.37
2G4.1B0,0.1,0.02,0.37
2G4.3H0,0.16,0.04,0.48
2G4.T03,0.09,0.02,0.36
2G4.4C5,0.1,0.02,0.37
2G4.3D9,0.1,0.02,0.37
2G4.98J,0.1,0.02,0.37
2G4.85T,0.1,0.02,0.37
2G4.1G4,0.1,0.02,0.37
2G4.51Z,0.09,0.02,0.36
2G4.1I6,0.1,0.02,0.37
2G4.51A,0.1,0.02,0.37
2G4.98K,0.09,0.02,0.36
2G4.12E,0.15,0.04,0.48
2G4.61R,0.1,0.02,0.37
2G4.73V,0.12,0.02,0.48
2G4.18I,0.15,0.04,0.47
2G4.12O,0.1,0.02,0.37
2G4.77I,0.1,0.02,0.37
2G4.81O,0.1,0.02,0.37
2G4.33T,0.1,0.02,0.37
2G4.25R,0.1,0.02,0.37
2G4.3J7,0.1,0.02,0.37
2G4.32Z,0.1,0.02,0.37
2G4.4E2,0.1,0.02,0.37
2G4.0G1,0.1,0.02,0.37
2G4.5E6,0.1,0.02,0.37
2G4.1B1,0.1,0.02,0.37
2G4.0I9,0.1,0.02,0.37
2G4.06O,0.11,0.02,0.43
2G4.5I3,0.11,0.02,0.43
2G4.2F8,0.09,0.02,0.36
2G4.3B9,0.09,0.02,0.36
2G4.19T,0.1,0.02,0.37
2G4.4G8,0.09,0.02,0.36
2G4.3I6,0.1,0.02,0.37
2G4.0J4,0.1,0.02,0.37
2G4.3I9,0.1,0.02,0.37
2G4.0E3,0.09,0.02,0.36
2G4.7A2,0.09,0.02,0.36
2G4.73S,0.11,0.02,0.42
2G4.7F5,0.1,0.02,0.37
2G4.04T,0.1,0.02,0.37
2G4.1F2,0.1,0.02,0.39
2G4.5J1,0.11,0.02,0.42
2G4.9E3,0.11,0.02,0.46
2G4.36V,0.11,0.02,0.42
2G4.3I5,0.11,0.02,0.46
2G4.9I9,0.1,0.02,0.37
2G4.8D8,0.1,0.02,0.37
2G4.5B0,0.1,0.02,0.37
2G4.4D3,0.09,0.02,0.36
2G4.28B,0.11,0.02,0.45
2G4.5I5,0.09,0.02,0.36
2G4.7G1,0.1,0.02,0.39
2G4.8A9,0.1,0.02,0.39
2G4.30Z,0.13,0.02,0.52
2G4.9D7,0.13,0.02,0.54
2G4.2H6,0.15,0.02,0.62
2G4.17K,0.14,0.02,0.58
2G4.60E,0.15,0.02,0.62
2G4.2C9,0.13,0.02,0.53
53Z.1G1,0.09,0.02,0.36
53Z.15E,0.09,0.02,0.36
53Z.0K0,0.1,0.02,0.37
53Z.78I,0.09,0.02,0.36
53Z.5E8,0.1,0.02,0.37
53Z.7C4,0.09,0.02,0.36
53Z.52Z,0.09,0.02,0.36
53Z.2I3,0.15,0.04,0.48
53Z.1G6,0.09,0.02,0.36
53Z.13H,0.09,0.02,0.36
53Z.1I7,0.09,0.02,0.36
