C0/date,C0/min,C0/max,C0/mean,C0/stDev,C0/sampleCount,C0/noDataCount,C0/median,C0/p10,C0/p90,C0/cloudCoveragePercent
2016-01-27T00:00:00.000Z,-0.06932461261749268,0.6825516223907471,0.395313031398333,0.19399196111525696,120,16,0.42134302854537964,0.12143858522176743,0.6024518013000488,0
2016-02-12T00:00:00.000Z,-0.02837684005498886,0.7828248739242554,0.5465655993455304,0.1989938655942326,120,16,0.6054028868675232,0.28817322850227356,0.7712773084640503,0
2016-04-16T00:00:00.000Z,-0.10926827788352966,0.7680859565734863,0.5023876869191346,0.19310491568180158,120,16,0.5338908433914185,0.2640731632709503,0.7265359163284302,0
2016-05-18T00:00:00.000Z,0.005377480294555426,0.7888367176055908,0.5240960314269896,0.1925477715685824,120,16,0.5772997736930847,0.2919660210609436,0.730198860168457,2.8846153846153846
2016-08-22T00:00:00.000Z,0.07606180757284164,0.7933151125907898,0.5584276766301352,0.17279953108769375,120,16,0.603145182132721,0.33010444045066833,0.7443057894706726,0
2016-09-07T00:00:00.000Z,0.05220881476998329,0.8085461854934692,0.5589428315512265,0.1758635954162873,120,16,0.5919821858406067,0.32923465967178345,0.7514005303382874,0
2016-09-23T00:00:00.000Z,0.14671088755130768,0.5704337358474731,0.42931580887391,0.11206403807654503,120,16,0.4429648220539093,0.27497074007987976,0.5611814260482788,0
2016-11-10T00:00:00.000Z,0.09209395945072174,0.7906792163848877,0.5762760723726108,0.17022133208963228,120,16,0.614291250705719,0.36681705713272095,0.7529489398002625,0
2016-12-28T00:00:00.000Z,-0.027419114485383034,0.7908506393432617,0.574693605035114,0.19006041242048058,120,16,0.6175298690795898,0.3419342637062073,0.7787683606147766,0
2017-01-29T00:00:00.000Z,-0.0024496004916727543,0.7016068696975708,0.49317965947109454,0.16439285625498912,120,16,0.531829833984375,0.28877392411231995,0.684097409248352,0
2017-02-14T00:00:00.000Z,0.06049533560872078,0.8187353014945984,0.5713810239417048,0.17805406550918007,120,16,0.5980098247528076,0.34515416622161865,0.7821577787399292,0
2017-04-03T00:00:00.000Z,0.054273560643196106,0.7728639841079712,0.546189580542537,0.18134269273043915,120,16,0.5815306901931763,0.31790634989738464,0.7565402388572693,0
2017-05-05T00:00:00.000Z,-0.0035175366792827845,0.8172991871833801,0.5566424708947753,0.20059354203221177,120,16,0.6304745078086853,0.293519526720047,0.7638058662414551,0
2017-05-21T00:00:00.000Z,0.0005391062586568296,0.7431343197822571,0.5182407976809864,0.1798119573252574,120,16,0.5557498335838318,0.3034312129020691,0.7181507349014282,0
2017-06-06T00:00:00.000Z,0.06283076107501984,0.753131091594696,0.524593906190533,0.16980443275821763,120,16,0.583048403263092,0.28267985582351685,0.7102518081665039,0
2017-06-22T00:00:00.000Z,-0.0012658408377319574,0.7972423434257507,0.5680041640679028,0.19028354343596482,120,16,0.6003134846687317,0.31636226177215576,0.7740276455879211,0
2017-07-24T00:00:00.000Z,0.057030580937862396,0.6950238943099976,0.48296364833815747,0.15820898039245762,120,16,0.5174036026000977,0.2664748430252075,0.6524361371994019,0
2017-08-09T00:00:00.000Z,0.0033788520377129316,0.7932981848716736,0.5785880163088085,0.1868473581310397,120,16,0.629893958568573,0.34272629022598267,0.7699099779129028,0
2017-08-25T00:00:00.000Z,0.0794278234243393,0.7381618022918701,0.5478438788021984,0.16001444642192902,120,16,0.5776554942131042,0.3140764832496643,0.7356250286102295,0
2017-09-10T00:00:00.000Z,0.09570188820362091,0.4935626685619354,0.37414731257236916,0.09914550590853068,120,16,0.4098995625972748,0.24173696339130402,0.4735364019870758,0
2017-10-12T00:00:00.000Z,-0.14679276943206787,0.4423873722553253,0.22728522343990903,0.1372443636596521,120,16,0.24191230535507202,0.09265808016061783,0.404549777507782,0
2017-11-29T00:00:00.000Z,-0.19921745359897614,0.3822295367717743,0.13280695030250808,0.12324921672742445,120,16,0.12737414240837097,0.0004311809316277504,0.36001577973365784,0
2017-12-15T00:00:00.000Z,-0.15885837376117706,0.5659500956535339,0.2528006101313693,0.17057501306891168,120,16,0.2746644616127014,0.06704235076904297,0.5204312205314636,0
2017-12-31T00:00:00.000Z,-0.14872725307941437,0.5755820274353027,0.2607661269676801,0.1731623961063511,120,16,0.30220696330070496,0.0164033155888319,0.5109561681747437,0
2018-01-16T00:00:00.000Z,-0.15466468036174774,0.5626763105392456,0.2634459029023462,0.17315238508108785,120,16,0.29257118701934814,0.05761007219552994,0.4969751834869385,0
2018-02-01T00:00:00.000Z,-0.1939978301525116,0.30331599712371826,0.14923510143909455,0.11205679585507038,120,16,0.1616990566253662,-0.006528522819280624,0.2854161858558655,0
2018-03-21T00:00:00.000Z,-0.13570846617221832,0.4783592224121094,0.22937317417549472,0.14629211096966688,120,16,0.2301013022661209,0.04848162457346916,0.4298843443393707,0.9615384615384618
2018-04-06T00:00:00.000Z,-0.12984773516654968,0.47776496410369873,0.24126977433199776,0.14143199313696614,120,16,0.26827988028526306,0.08582426607608795,0.41206103563308716,0
2018-04-22T00:00:00.000Z,-0.018331807106733322,0.3782278001308441,0.20339067249845427,0.10031503120488723,120,16,0.22216205298900604,0.06772488355636597,0.33483749628067017,0.9615384615384618
2018-05-24T00:00:00.000Z,-0.045035164803266525,0.46260273456573486,0.2451305463148926,0.12510620008473353,120,16,0.29172059893608093,0.08509685099124908,0.40080592036247253,0
2018-06-09T00:00:00.000Z,-0.10723860561847687,0.5071974992752075,0.2341003709544355,0.14926400420320574,120,16,0.22960218787193298,0.0480797179043293,0.43430912494659424,7.6923076923076925
