C0/date,C0/min,C0/max,C0/mean,C0/stDev,C0/sampleCount,C0/noDataCount,C0/median,C0/p10,C0/p90,C0/cloudCoveragePercent
2014-01-05T00:00:00.000Z,-0.34935832023620605,0.7227801084518433,0.3756915453030415,0.24501314562658683,990,386,0.4432440996170044,-0.007670041639357805,0.6357312798500061,5.29801324503311
2014-01-21T00:00:00.000Z,-0.3978210687637329,0.7848279476165771,0.5119009559506869,0.2629749129692885,990,386,0.6222285628318787,0.06842198222875595,0.7348812222480774,0
2014-02-22T00:00:00.000Z,-0.2429196536540985,0.7392520308494568,0.44376067964619187,0.2149500797831675,990,386,0.5182151794433594,0.09281047433614731,0.6516547799110413,0.8278145695364238
2014-03-10T00:00:00.000Z,-0.5194039344787598,0.8075471520423889,0.4904937551908853,0.2629809937411514,990,386,0.5898898839950562,0.09600221365690231,0.7367809414863586,0
2014-03-26T00:00:00.000Z,-0.37769293785095215,0.7449539303779602,0.4522263099723159,0.2423475004515978,990,386,0.5393772125244141,0.04238807410001755,0.6789908409118652,0
2014-04-27T00:00:00.000Z,-0.18022486567497253,0.7445968389511108,0.4475839037235386,0.21316758420195672,990,386,0.5347985029220581,0.11844039708375931,0.6596619486808777,0
2014-05-13T00:00:00.000Z,-0.3333333432674408,0.7934255599975586,0.49493973070619934,0.24024848405498653,990,386,0.5825253129005432,0.12704209983348846,0.7212420701980591,0
2014-05-29T00:00:00.000Z,-0.08819646388292313,0.734142005443573,0.4137084303797291,0.1999937913615829,990,386,0.4276571571826935,0.1209072694182396,0.6542456150054932,0
2014-06-14T00:00:00.000Z,-0.2592715919017792,0.778181254863739,0.5024568563653299,0.2336588376975658,990,386,0.60611492395401,0.1626434624195099,0.7171586751937866,0
2014-09-18T00:00:00.000Z,-0.48471879959106445,0.8337180614471436,0.5452409800148224,0.2645020116962253,990,386,0.640258252620697,0.1220962330698967,0.7892007231712341,0
2014-10-04T00:00:00.000Z,-0.06396260112524033,0.7638387084007263,0.502751473690898,0.20954284201462836,990,386,0.5867611765861511,0.22608144581317902,0.7081748247146606,0
2014-10-20T00:00:00.000Z,-0.5473053455352783,0.8371962904930115,0.5425740241177923,0.2718633199792563,990,386,0.6419488787651062,0.14804579317569733,0.7803560495376587,0
2014-11-21T00:00:00.000Z,-0.49025070667266846,0.8229072093963623,0.5239144899629504,0.2714141990610983,990,386,0.6266420483589172,0.09802433103322983,0.7557367086410522,0
2014-12-07T00:00:00.000Z,-0.5604982376098633,0.8195202350616455,0.5356007232373137,0.28033699026120656,990,386,0.642349898815155,0.09786798059940338,0.7680796384811401,0
2014-12-23T00:00:00.000Z,0.019909657537937164,0.638126015663147,0.41166760360464316,0.15743246723763676,990,386,0.4542670249938965,0.17484351992607117,0.5846855044364929,0
2015-01-08T00:00:00.000Z,-0.332940936088562,0.7902578115463257,0.4271542108201405,0.22928208160974967,990,386,0.44335970282554626,0.071917824447155,0.6997596621513367,1.9867549668874156
2015-02-25T00:00:00.000Z,-0.4233975112438202,0.8148514628410339,0.4885949985932129,0.26637400726861726,990,386,0.5966778993606567,0.08751973509788513,0.7340283393859863,0
2015-03-29T00:00:00.000Z,-0.2688320577144623,0.7641137838363647,0.45055149971902214,0.24848609924933124,990,386,0.5386171340942383,0.021918129175901413,0.689846932888031,1.8211920529801324
2015-04-14T00:00:00.000Z,-0.5480769276618958,0.7740658521652222,0.4499867606741554,0.25035783401113354,990,386,0.5317493677139282,0.03326888754963875,0.6946554780006409,0
2015-04-30T00:00:00.000Z,-0.1775844246149063,0.6657854914665222,0.3766504193884351,0.19973341827409366,990,386,0.4380318224430084,0.06408484280109406,0.583390474319458,1.8211920529801324
2015-07-03T00:00:00.000Z,-0.08212485909461975,0.6677364110946655,0.39693011734472766,0.18486030550307006,990,386,0.44478902220726013,0.09232456982135773,0.5949126482009888,0.6622516556291395
2015-07-19T00:00:00.000Z,-0.0840015709400177,0.6179590225219727,0.36375859057351867,0.16071012146467528,990,386,0.3794165253639221,0.1329856514930725,0.5532585978507996,0.8278145695364234
2015-08-04T00:00:00.000Z,-0.11729486286640167,0.6697577834129333,0.3975963663384592,0.18460100548174163,990,386,0.4570876359939575,0.12054134160280228,0.5884301066398621,0
2015-09-05T00:00:00.000Z,-0.28420165181159973,0.5778070688247681,0.20565610022179234,0.18560216936366838,990,386,0.19522449374198914,-0.008896460756659508,0.45402297377586365,0
2015-09-21T00:00:00.000Z,-0.4966646432876587,0.8228648900985718,0.5201507207524304,0.2644714544189254,990,386,0.6105180382728577,0.12159661203622818,0.7729448676109314,0
2015-11-24T00:00:00.000Z,-0.43482792377471924,0.8018811941146851,0.507154046375896,0.25959993138622983,990,386,0.5898646116256714,0.05105535686016083,0.745765209197998,0
2015-12-10T00:00:00.000Z,-0.37212541699409485,0.8301987051963806,0.5031827878444428,0.2777039638617889,990,386,0.5904130935668945,0.058756742626428604,0.7716425061225891,1.8211920529801313
2016-01-27T00:00:00.000Z,-0.30772995948791504,0.5049708485603333,0.2194725877608463,0.1981093515463541,990,386,0.2952873408794403,-0.12906783819198608,0.4052697420120239,0
2016-02-12T00:00:00.000Z,-0.45239537954330444,0.8129755258560181,0.4909621644703462,0.2656803540709939,990,386,0.5890055298805237,0.09500713646411896,0.7356719970703125,0
2016-04-16T00:00:00.000Z,-0.4618213176727295,0.8009554147720337,0.4599432574449392,0.23996092616671882,990,386,0.5352511405944824,0.13771557807922363,0.6888015270233154,0
