date,observation.name,scan.number,focal.monkey,in.proximity,focal.activity,partners.activity (sequential),time
2021-03-04,00V 2021-03-04 08:55:03 Daniel Phillips,1,00V,00V,Rest,NA,2021-03-04T08:55:03Z
2021-03-04,00V 2021-03-04 08:55:03 Daniel Phillips,2,00V,00V,Travel,NA,2021-03-04T09:00:03Z
2021-03-04,00V 2021-03-04 08:55:03 Daniel Phillips,3,00V,00V,Rest,NA,2021-03-04T09:05:03Z
2021-03-11,00V 2021-03-11 11:51:47 Daniel Phillips,1,00V,00V,Rest,NA,2021-03-11T11:51:47Z
2021-03-11,00V 2021-03-11 11:51:47 Daniel Phillips,2,00V,00V,Rest,NA,2021-03-11T11:56:47Z
2021-03-11,00V 2021-03-11 11:51:47 Daniel Phillips,3,00V,00V,Travel,NA,2021-03-11T12:01:47Z
2021-03-31,00V 2021-03-31 08:20:53 Daniel Phillips,1,00V,00V,Rest,NA,2021-03-31T08:20:53Z
2021-03-31,00V 2021-03-31 08:20:53 Daniel Phillips,2,00V,00V,Rest,NA,2021-03-31T08:25:53Z
2021-03-31,00V 2021-03-31 08:20:53 Daniel Phillips,3,00V,00V,Travel,NA,2021-03-31T08:30:53Z
2021-04-21,00V 2021-04-21 12:58:46 Daniel Phillips,1,00V,00V,Travel,NA,2021-04-21T12:58:46Z
2021-04-21,00V 2021-04-21 12:58:46 Daniel Phillips,2,00V,00V,Travel,NA,2021-04-21T13:03:47Z
2021-04-21,00V 2021-04-21 12:58:46 Daniel Phillips,3,00V,00V,Travel,NA,2021-04-21T13:08:47Z
2021-05-06,00V 2021-05-06 11:57:47 Daniel Phillips,1,00V,00V,Rest,NA,2021-05-06T11:57:47Z
2021-05-06,00V 2021-05-06 11:57:47 Daniel Phillips,2,00V,00V,Rest,NA,2021-05-06T12:02:47Z
2021-05-06,00V 2021-05-06 11:57:47 Daniel Phillips,3,00V,00V,Travel,NA,2021-05-06T12:07:47Z
2021-05-11,00V 2021-05-11 10:01:56 Daniel Phillips,1,00V,00V,Travel,NA,2021-05-11T10:01:56Z
2021-05-11,00V 2021-05-11 10:01:56 Daniel Phillips,2,00V,00V,Travel,NA,2021-05-11T10:06:56Z
2021-05-11,00V 2021-05-11 10:01:56 Daniel Phillips,3,00V,00V,Travel,NA,2021-05-11T10:11:56Z
2021-05-20,00V 2021-05-20 08:08:01 Daniel Phillips,1,00V,00V,Feed,NA,2021-05-20T08:08:01Z
2021-05-20,00V 2021-05-20 08:08:01 Daniel Phillips,2,00V,00V,Feed,NA,2021-05-20T08:13:01Z
2021-05-20,00V 2021-05-20 08:08:01 Daniel Phillips,3,00V,00V,Feed,NA,2021-05-20T08:18:01Z
2021-05-26,00V 2021-05-26 11:45:10 Daniel Phillips,1,00V,00V,Rest,NA,2021-05-26T11:45:10Z
2021-05-26,00V 2021-05-26 11:45:10 Daniel Phillips,2,00V,00V,Rest,NA,2021-05-26T11:50:10Z
2021-05-26,00V 2021-05-26 11:45:10 Daniel Phillips,3,00V,00V,Rest,NA,2021-05-26T11:55:10Z
2021-06-08,00V 2021-06-08 09:28:37 Daniel Phillips,1,00V,00V,Feed,NA,2021-06-08T09:28:37Z
2021-06-08,00V 2021-06-08 09:28:37 Daniel Phillips,2,00V,00V,Feed,NA,2021-06-08T09:33:37Z
2021-06-08,00V 2021-06-08 09:28:37 Daniel Phillips,3,00V,00V,Feed,NA,2021-06-08T09:38:37Z
2021-06-14,00V 2021-06-14 13:27:21 Daniel Phillips,1,00V,00V,Rest,NA,2021-06-14T13:27:21Z
2021-06-14,00V 2021-06-14 13:27:21 Daniel Phillips,2,00V,00V,Rest,NA,2021-06-14T13:32:21Z
2021-06-14,00V 2021-06-14 13:27:21 Daniel Phillips,3,00V,00V,Rest,NA,2021-06-14T13:37:21Z
2021-06-28,00V 2021-06-28 09:10:59 Daniel Phillips,1,00V,00V,Feed,NA,2021-06-28T09:10:59Z
2021-06-28,00V 2021-06-28 09:10:59 Daniel Phillips,2,00V,00V,Travel,NA,2021-06-28T09:15:59Z
