C0/date,C0/min,C0/max,C0/mean,C0/stDev,C0/sampleCount,C0/noDataCount,C0/median,C0/p10,C0/p90,C0/cloudCoveragePercent
2016-09-07T00:00:00.000Z,-0.4055415689945221,0.8085461854934692,0.4227002833403001,0.27710047078497735,255,71,0.4913026690483093,0.03533216193318367,0.7400894165039062,0
2016-09-23T00:00:00.000Z,0.03627349063754082,0.5704337358474731,0.35533420680819633,0.15479506663775813,255,71,0.3785199820995331,0.14295430481433868,0.5611814260482788,0
2016-11-10T00:00:00.000Z,-0.3679269850254059,0.7906792163848877,0.445345882528826,0.2697712314469159,255,71,0.5131467580795288,0.07132721692323685,0.7310079336166382,0
2016-12-28T00:00:00.000Z,-0.30170097947120667,0.7908506393432617,0.41207123911210713,0.31251145060029595,255,71,0.5385585427284241,-0.06343940645456314,0.7548138499259949,0
2017-01-29T00:00:00.000Z,-0.4000000059604645,0.7016068696975708,0.34214441209991014,0.2859310936694037,255,71,0.4524977505207062,-0.09982329607009888,0.6427976489067078,0
2017-02-14T00:00:00.000Z,-0.4824736416339874,0.8187353014945984,0.42929622147272783,0.2936061075251039,255,71,0.4651496410369873,0.013705341145396233,0.7582189440727234,0
2017-04-03T00:00:00.000Z,-0.2366873323917389,0.7728639841079712,0.41196912951494125,0.27424550351332294,255,71,0.4664901793003082,0.007562702056020498,0.7401174902915955,0
2017-05-05T00:00:00.000Z,-0.2802056670188904,0.8172991871833801,0.4265193027461897,0.27818322312286214,255,71,0.4799654483795166,0.011613993905484676,0.7526946663856506,0
2017-05-21T00:00:00.000Z,-0.2112012356519699,0.7431343197822571,0.39999245447182585,0.24977228815606783,255,71,0.434449702501297,0.03611549735069275,0.7013727426528931,0
2017-06-06T00:00:00.000Z,-0.12140950560569763,0.753131091594696,0.40159921535118676,0.24597184302446226,255,71,0.43681085109710693,0.029053902253508568,0.7026572823524475,0
2017-06-22T00:00:00.000Z,-0.22126847505569458,0.7972423434257507,0.44450864262129797,0.26724023615188924,255,71,0.49995285272598267,0.06385504454374313,0.7502541542053223,0
2017-07-24T00:00:00.000Z,-0.14762213826179504,0.6950238943099976,0.37339537084082414,0.22475760032740105,255,71,0.44077354669570923,0.0416666641831398,0.6479054689407349,0
2017-08-09T00:00:00.000Z,-0.22970637679100037,0.7932981848716736,0.44654461809651635,0.26920867702782386,255,71,0.49739038944244385,0.05808869004249573,0.7564834952354431,0
2017-08-25T00:00:00.000Z,-0.1856323480606079,0.7381618022918701,0.4195773405650552,0.25760317988333675,255,71,0.4897269606590271,0.027130817994475365,0.6953873038291931,0
2017-09-10T00:00:00.000Z,0.0071711852215230465,0.4935626685619354,0.29898020950571197,0.14785302540161965,255,71,0.3540531098842621,0.09570188820362091,0.4710879921913147,0
2017-10-12T00:00:00.000Z,-0.38370999693870544,0.4423873722553253,0.14526816597208378,0.1803523453672779,255,71,0.16287045180797577,-0.10701213777065277,0.36546850204467773,0
2017-11-29T00:00:00.000Z,-0.20805814862251282,0.3822295367717743,0.07427884232374314,0.13918147477382684,255,71,0.06726735085248947,-0.1101159006357193,0.2760487198829651,0
2017-12-31T00:00:00.000Z,-0.375,0.5755820274353027,0.1517071818829129,0.22642751753801713,255,71,0.17989756166934967,-0.1577301174402237,0.42804476618766785,0
2018-01-16T00:00:00.000Z,-0.3906420171260834,0.5626763105392456,0.16199869200911216,0.21918165382230315,255,71,0.16960428655147552,-0.142857164144516,0.44363105297088623,0
2018-02-01T00:00:00.000Z,-0.19581282138824463,0.30331599712371826,0.08842251261565884,0.13803708199755652,255,71,0.11561413109302521,-0.10266847163438797,0.2683963179588318,0
2018-04-06T00:00:00.000Z,-0.24318835139274597,0.47776496410369873,0.16850836054705412,0.16596126856144108,255,71,0.15139003098011017,-0.05272282287478447,0.38614320755004883,0
2018-04-22T00:00:00.000Z,-0.08917415887117386,0.3782278001308441,0.14759830646874866,0.11947565793932827,255,71,0.1393870860338211,-0.006370574701577425,0.3050684332847595,2.173913043478261
2018-05-24T00:00:00.000Z,-0.06832572817802429,0.46260273456573486,0.18904808001926804,0.13442315288388224,255,71,0.18412992358207703,0.026021480560302734,0.3657994866371155,0
2018-08-12T00:00:00.000Z,-0.18555618822574615,0.5138388872146606,0.20400852692419782,0.19009886996175268,255,71,0.22348268330097198,-0.09343859553337097,0.42427656054496765,0
2018-08-28T00:00:00.000Z,-0.23402848839759827,0.5714643597602844,0.22858742817365763,0.2059365638663751,255,71,0.2683298587799072,-0.04869360476732254,0.4800679683685303,0
2018-09-13T00:00:00.000Z,-0.20562049746513367,0.5509817004203796,0.2161743891445677,0.2052116092863133,255,71,0.2648417353630066,-0.055991027504205704,0.47294822335243225,0
2018-10-31T00:00:00.000Z,-0.453119695186615,0.6571382880210876,0.20980987425529116,0.2243694614341494,255,71,0.22333359718322754,-0.06540414690971375,0.4735087454319,0
2018-12-02T00:00:00.000Z,-0.4738617241382599,0.5605435371398926,0.15996155529485453,0.2412346688845418,255,71,0.20014068484306335,-0.16682928800582886,0.4849601984024048,0
2018-12-18T00:00:00.000Z,-0.3362720310688019,0.577724277973175,0.13503148100014933,0.2320114398679879,255,71,0.16211141645908356,-0.19706687331199646,0.4276333451271057,0
2019-01-03T00:00:00.000Z,-0.3944201171398163,0.5754105448722839,0.1735456975116192,0.22602361785380848,255,71,0.1758769154548645,-0.13777142763137817,0.4427148997783661,0
2019-01-19T00:00:00.000Z,-0.47448426485061646,0.587080180644989,0.18627414380139456,0.2504774048972191,255,71,0.22878921031951904,-0.10518662631511688,0.48371919989585876,0
